"Stage","SeqNr","Timestamp","Phase","Width","Vprim"
A,2035,15615075,0,144,2434
A,2036,15615208,1,143,2030
A,2037,15621989,0,144,2499
A,2038,15622121,1,144,2039
A,2039,15628904,0,144,2407
A,2040,15629037,1,143,2023
A,2041,15635818,0,144,2560
A,2042,15635948,1,146,2032
A,2043,15642732,0,144,2425
A,2044,15642862,1,146,2032
A,2045,15649645,0,144,2391
A,2046,15649776,1,145,2021
A,2047,15656558,0,145,2573
A,2048,15656690,1,145,2032
A,2049,15663474,0,144,2343
A,2050,15663605,1,145,2041
A,2051,15670389,0,143,2382
A,2052,15670521,1,144,2037
A,2053,15677303,0,144,2420
A,2054,15677432,1,147,2028
A,2055,15684217,0,143,2233
A,2056,15684348,1,145,2034
A,2057,15691131,0,143,2404
A,2058,15691261,1,145,2032
A,2059,15698044,0,144,2422
A,2060,15698174,1,146,2041
A,2061,15704957,0,144,2445
A,2062,15705087,1,146,1998
A,2063,15711871,0,144,2388
A,2064,15712003,1,144,2039
A,2065,15718784,0,144,2364
A,2066,15718914,1,146,2025
A,2067,15725698,0,144,2289
A,2068,15725828,1,146,2039
A,2069,15732611,0,144,2413
A,2070,15732746,1,141,2014
A,2071,15739525,0,144,2420
A,2072,15739657,1,144,2028
A,2073,15746438,0,143,2391
A,2074,15746570,1,144,2025
A,2075,15753351,0,143,2397
A,2076,15753485,1,142,2012
A,2077,15760264,0,144,2402
A,2078,15760394,1,146,2030
A,2079,15767177,0,144,2458
A,2080,15767308,1,145,2023
A,2081,15774091,0,144,2526
A,2082,15774226,1,141,2014
A,2083,15781006,0,143,2203
A,2084,15781135,1,147,2037
A,2085,15787920,0,144,2463
A,2086,15788053,1,143,2041
A,2087,15794834,0,144,2402
A,2088,15794966,1,144,2012
A,2089,15801748,0,143,2402
A,2090,15801876,1,147,2028
A,2091,15808662,0,143,2334
A,2092,15808793,1,145,2039
A,2093,15815575,0,143,2418
A,2094,15815707,1,144,2018
A,2095,15822489,0,144,2445
A,2096,15822619,1,146,2100
A,2097,15829403,0,145,2497
A,2098,15829536,1,144,2007
A,2099,15836318,0,144,2400
A,2100,15836450,1,144,2030
A,2101,15843232,0,144,2273
A,2102,15843363,1,145,2028
A,2103,15850146,0,144,2400
A,2104,15850275,1,147,2039
A,2105,15857059,0,144,2470
A,2106,15857192,1,143,2018
A,2107,15863971,0,144,2452
A,2108,15864104,1,143,2030
A,2109,15870884,0,145,2440
A,2110,15871016,1,144,2039
A,2111,15877797,0,144,2420
A,2112,15877928,1,145,2000
A,2113,15884711,0,143,2346
A,2114,15884843,1,143,2018
A,2115,15891624,0,144,2357
A,2116,15891756,1,144,2041
A,2117,15898537,0,144,2316
A,2118,15898667,1,146,2025
A,2119,15905451,0,143,2413
A,2120,15905582,1,144,2023
A,2121,15912363,0,143,2400
A,2122,15912497,1,141,2005
A,2123,15919275,0,144,2447
A,2124,15919407,1,144,1958
A,2125,15926187,0,144,2463
A,2126,15926319,1,144,2041
A,2127,15933100,0,144,2411
A,2128,15933233,1,143,2000
A,2129,15940014,0,145,2546
A,2130,15940147,1,144,2030
A,2131,15946929,0,144,2411
A,2132,15947060,1,145,2057
A,2133,15953843,0,144,2314
A,2134,15953978,1,141,1998
A,2135,15960757,0,144,2427
A,2136,15960887,1,146,1991
A,2137,15967669,0,144,2425
A,2138,15967800,1,145,2041
A,2139,15974582,0,143,2418
A,2140,15974713,1,145,2041
A,2141,15981495,0,144,2413
A,2142,15981627,1,144,2028
A,2143,15988408,0,144,2409
A,2144,15988541,1,143,2032
A,2145,15995320,0,145,2366
A,2146,15995453,1,143,2028
A,2147,16002233,0,144,2490
A,2148,16002367,1,142,2032
A,2149,16009146,0,144,2413
A,2150,16009278,1,144,2032
A,2151,16016060,0,144,2461
A,2152,16016192,1,144,2032
A,2153,16022974,0,144,2416
A,2154,16023106,1,144,2077
A,2155,16029888,0,144,2434
A,2156,16030023,1,141,2009
A,2157,16036803,0,144,2472
A,2158,16036932,1,147,2028
A,2159,16043717,0,144,2447
A,2160,16043849,1,144,2030
A,2161,16050631,0,144,2544
A,2162,16050762,1,145,2046
A,2163,16057546,0,144,2409
A,2164,16057676,1,146,2018
A,2165,16064460,0,144,2447
A,2166,16064590,1,146,2028
A,2167,16071376,0,143,2348
A,2168,16071507,1,145,2028
A,2169,16078290,0,143,2422
A,2170,16078422,1,144,2039
A,2171,16085204,0,144,2370
A,2172,16085334,1,146,2039
A,2173,16092118,0,143,2476
A,2174,16092248,1,146,2052
A,2175,16099032,0,144,2440
A,2176,16099162,1,146,2032
A,2177,16105947,0,144,2551
A,2178,16106080,1,143,2030
A,2179,16112863,0,144,2461
A,2180,16112995,1,144,2030
A,2181,16119778,0,144,2449
A,2182,16119910,1,144,2037
A,2183,16126693,0,143,2264
A,2184,16126824,1,145,2025
A,2185,16133607,0,144,2443
A,2186,16133743,1,141,2009
A,2187,16140522,0,144,2397
A,2188,16140651,1,147,2028
A,2189,16147437,0,144,2393
A,2190,16147566,1,147,2025
A,2191,16154352,0,144,2361
A,2192,16154484,1,144,2034
A,2193,16161267,0,144,2420
A,2194,16161402,1,141,2025
A,2195,16168182,0,144,2418
A,2196,16168314,1,144,2028
A,2197,16175097,0,144,2472
A,2198,16175227,1,146,2018
A,2199,16182012,0,144,2384
A,2200,16182143,1,145,2070
A,2201,16188926,0,145,2551
A,2202,16189060,1,143,2043
A,2203,16195842,0,144,2472
A,2204,16195973,1,145,2037
A,2205,16202757,0,144,2416
A,2206,16202888,1,145,2034
A,2207,16209672,0,144,2206
A,2208,16209802,1,146,1958
A,2209,16216586,0,143,2253
A,2210,16216718,1,144,2016
A,2211,16223499,0,144,2375
A,2212,16223631,1,144,1973
A,2213,16230414,0,143,2334
A,2214,16230545,1,145,2041
A,2215,16237329,0,144,2359
A,2216,16237458,1,147,2037
A,2217,16244245,0,144,2413
A,2218,16244376,1,145,2032
A,2219,16251160,0,144,2461
A,2220,16251293,1,143,2018
A,2221,16258075,0,144,2456
A,2222,16258205,1,146,2025
A,2223,16264990,0,143,2425
A,2224,16265122,1,143,2028
A,2225,16271903,0,144,2434
A,2226,16272034,1,145,2043
A,2227,16278818,0,143,2458
A,2228,16278947,1,147,2039
A,2229,16285733,0,144,2427
A,2230,16285868,1,141,2007
A,2231,16292649,0,143,2298
A,2232,16292778,1,146,2032
A,2233,16299562,0,145,2413
A,2234,16299692,1,146,2032
A,2235,16306477,0,144,2407
A,2236,16306609,1,144,2030
A,2237,16313392,0,144,2341
A,2238,16313522,1,146,2039
A,2239,16320305,0,145,2517
A,2240,16320438,1,144,2041
A,2241,16327220,0,144,2440
A,2242,16327350,1,146,2039
A,2243,16334134,0,144,2413
A,2244,16334266,1,144,2028
A,2245,16341048,0,143,2377
A,2246,16341179,1,145,2032
A,2247,16347962,0,143,2397
A,2248,16348093,1,144,2039
A,2249,16354876,0,144,2416
A,2250,16355011,1,141,2012
A,2251,16361789,0,144,2438
A,2252,16361920,1,145,2028
A,2253,16368701,0,144,2391
A,2254,16368833,1,144,2028
A,2255,16375614,0,144,2294
A,2256,16375747,1,143,2030
A,2257,16382526,0,144,2393
A,2258,16382658,1,144,2021
A,2259,16389439,0,144,2447
A,2260,16389569,1,146,2034
A,2261,16396352,0,143,2418
A,2262,16396483,1,144,2052
A,2263,16403266,0,143,2429
A,2264,16403397,1,145,2034
A,2265,16410178,0,144,2321
A,2266,16410310,1,144,2025
A,2267,16417091,0,144,2402
A,2268,16417223,1,144,2030
A,2269,16424004,0,144,2416
A,2270,16424136,1,144,2039
A,2271,16430917,0,143,2431
A,2272,16431048,1,144,2037
A,2273,16437829,0,144,2240
A,2274,16437961,1,144,2028
A,2275,16444743,0,143,2411
A,2276,16444875,1,143,2018
A,2277,16451656,0,144,2407
A,2278,16451787,1,145,2034
A,2279,16458570,0,144,2438
A,2280,16458703,1,143,2034
A,2281,16465484,0,144,2463
A,2282,16465617,1,143,2034
A,2283,16472399,0,143,2361
A,2284,16472531,1,144,2039
A,2285,16479313,0,143,2334
A,2286,16479446,1,142,1980
A,2287,16486225,0,144,2447
A,2288,16486361,1,140,2000
A,2289,16493139,0,144,2470
A,2290,16493271,1,144,2032
A,2291,16500052,0,144,2476
A,2292,16500185,1,143,2030
A,2293,16506966,0,144,2425
A,2294,16507097,1,145,2034
A,2295,16513880,0,144,2409
A,2296,16514010,1,146,2030
A,2297,16520793,0,144,2411
A,2298,16520925,1,144,2039
A,2299,16527707,0,144,2397
A,2300,16527839,1,144,2018
A,2301,16534620,0,143,2409
A,2302,16534752,1,144,2030
A,2303,16541533,0,143,2456
A,2304,16541662,1,147,2039
A,2305,16548445,0,144,2416
A,2306,16548578,1,143,2034
A,2307,16555358,0,144,2537
A,2308,16555489,1,145,2018
A,2309,16562271,0,144,2474
A,2310,16562404,1,143,2016
A,2311,16569185,0,144,2506
A,2312,16569318,1,143,2018
A,2313,16576099,0,144,2352
A,2314,16576230,1,145,2028
A,2315,16583013,0,144,2321
A,2316,16583145,1,144,2034
A,2317,16589927,0,144,2278
A,2318,16590061,1,142,2016
A,2319,16596841,0,144,2413
A,2320,16596970,1,147,2025
A,2321,16603756,0,143,2395
A,2322,16603888,1,144,2025
A,2323,16610671,0,144,2463
A,2324,16610806,1,141,2009
A,2325,16617585,0,144,2549
A,2326,16617718,1,143,2034
A,2327,16624499,0,145,2535
A,2328,16624632,1,143,2039
A,2329,16631414,0,144,2434
A,2330,16631548,1,142,2016
A,2331,16638328,0,144,2492
A,2332,16638461,1,144,2079
A,2333,16645243,0,144,2350
A,2334,16645376,1,143,2025
A,2335,16652156,0,144,2413
A,2336,16652290,1,142,2023
A,2337,16659069,0,144,2454
A,2338,16659201,1,144,2046
A,2339,16665984,0,143,2402
A,2340,16666112,1,148,2030
A,2341,16672899,0,143,2289
A,2342,16673031,1,143,2021
A,2343,16679814,0,144,2440
A,2344,16679943,1,147,2028
A,2345,16686728,0,144,2456
A,2346,16686858,1,146,2039
A,2347,16693644,0,143,2407
A,2348,16693778,1,141,2005
A,2349,16700558,0,144,2416
A,2350,16700690,1,144,2037
A,2351,16707473,0,144,2395
A,2352,16707607,1,142,2012
A,2353,16714389,0,143,2404
A,2354,16714521,1,143,2016
A,2355,16721303,0,144,2294
A,2356,16721433,1,146,2032
A,2357,16728217,0,145,2461
A,2358,16728350,1,144,2032
A,2359,16735134,0,144,2321
A,2360,16735265,1,145,2034
A,2361,16742049,0,144,2485
A,2362,16742179,1,146,2041
A,2363,16748965,0,144,2375
A,2364,16749096,1,145,2032
A,2365,16755879,0,144,2217
A,2366,16756011,1,145,2043
A,2367,16762794,0,144,2429
A,2368,16762926,1,144,2028
A,2369,16769710,0,143,2418
A,2370,16769842,1,143,2032
A,2371,16776625,0,144,2411
A,2372,16776754,1,147,2034
A,2373,16783540,0,144,2454
A,2374,16783670,1,146,2028
A,2375,16790455,0,144,2409
A,2376,16790588,1,143,2025
A,2377,16797369,0,145,2582
A,2378,16797501,1,145,1989
A,2379,16804285,0,144,2364
A,2380,16804416,1,145,2018
A,2381,16811200,0,144,2463
A,2382,16811333,1,143,2046
A,2383,16818115,0,144,2375
A,2384,16818250,1,141,2012
A,2385,16825029,0,144,2409
A,2386,16825160,1,145,2023
A,2387,16831943,0,144,2395
A,2388,16832076,1,143,2025
A,2389,16838858,0,143,2416
A,2390,16838990,1,143,2014
A,2391,16845771,0,144,2445
A,2392,16845903,1,144,2032
A,2393,16852686,0,143,2427
A,2394,16852818,1,144,2075
A,2395,16859600,0,143,2359
A,2396,16859730,1,146,2039
A,2397,16866514,0,144,2456
A,2398,16866649,1,141,2037
A,2399,16873428,0,144,2352
A,2400,16873560,1,144,2032
A,2401,16880343,0,143,2416
A,2402,16880475,1,144,2018
A,2403,16887257,0,144,2438
A,2404,16887390,1,143,2030
A,2405,16894171,0,144,2420
A,2406,16894304,1,143,2032
A,2407,16901086,0,144,2407
A,2408,16901219,1,143,2059
A,2409,16908001,0,144,2332
A,2410,16908131,1,146,2025
A,2411,16914916,0,144,2413
A,2412,16915049,1,143,2039
A,2413,16921831,0,144,2407
A,2414,16921961,1,146,2039
A,2415,16928747,0,144,2341
A,2416,16928876,1,147,2041
A,2417,16935663,0,143,2413
A,2418,16935795,1,143,2030
A,2419,16942578,0,144,2341
A,2420,16942707,1,147,2025
A,2421,16949493,0,144,2456
A,2422,16949626,1,143,2025
A,2423,16956409,0,143,2397
A,2424,16956540,1,145,2037
A,2425,16963324,0,143,2379
A,2426,16963454,1,146,2007
A,2427,16970237,0,144,2397
A,2428,16970372,1,141,2012
A,2429,16977150,0,145,2420
A,2430,16977284,1,143,2025
A,2431,16984062,0,144,2461
A,2432,16984195,1,144,2028
A,2433,16990976,0,144,2461
A,2434,16991107,1,145,2032
A,2435,16997891,0,143,2346
A,2436,16998023,1,144,2032
A,2437,17004804,0,144,2555
A,2438,17004937,1,144,2043
A,2439,17011719,0,144,2364
A,2440,17011854,1,141,2009
A,2441,17018633,0,143,2397
A,2442,17018764,1,145,2030
A,2443,17025547,0,143,2429
A,2444,17025679,1,143,2041
A,2445,17032461,0,144,2397
A,2446,17032593,1,144,2032
A,2447,17039374,0,144,2413
A,2448,17039506,1,144,2041
A,2449,17046287,0,144,2465
A,2450,17046418,1,145,2048
A,2451,17053200,0,144,2427
A,2452,17053332,1,144,2032
A,2453,17060114,0,145,2420
A,2454,17060245,1,146,2023
A,2455,17067029,0,145,2400
A,2456,17067159,1,146,2032
A,2457,17073944,0,144,2490
A,2458,17074076,1,144,2034
A,2459,17080859,0,144,2454
A,2460,17080990,1,145,2043
A,2461,17087775,0,144,2445
A,2462,17087906,1,145,2039
A,2463,17094690,0,143,2404
A,2464,17094819,1,147,1971
A,2465,17101605,0,143,2287
A,2466,17101739,1,142,2000
A,2467,17108519,0,144,2373
A,2468,17108649,1,146,2032
A,2469,17115433,0,144,2273
A,2470,17115562,1,147,2039
A,2471,17122346,0,144,2402
A,2472,17122477,1,145,2041
A,2473,17129259,0,144,2440
A,2474,17129388,1,147,2032
A,2475,17136173,0,144,2425
A,2476,17136305,1,144,2030
A,2477,17143088,0,144,2501
A,2478,17143219,1,145,2030
A,2479,17150001,0,144,2438
A,2480,17150133,1,144,2032
A,2481,17156914,0,144,2476
A,2482,17157046,1,144,2061
A,2483,17163827,0,144,2395
A,2484,17163960,1,143,2032
A,2485,17170741,0,143,2364
A,2486,17170872,1,144,2039
A,2487,17177653,0,144,2425
A,2488,17177786,1,143,1978
A,2489,17184566,0,144,2285
A,2490,17184698,1,144,2032
A,2491,17191478,0,144,2438
A,2492,17191609,1,145,2039
A,2493,17198391,0,143,2452
A,2494,17198525,1,141,2009
B,2465,17205035,0,145,2339
B,2466,17205170,1,143,1752
B,2467,17211948,0,145,2337
B,2468,17212083,1,142,1750
B,2469,17218860,0,145,2298
B,2470,17218994,1,144,1752
B,2471,17225773,0,146,2328
B,2472,17225909,1,142,1752
B,2473,17232688,0,145,2341
B,2474,17232825,1,141,1746
B,2475,17239602,0,145,2289
B,2476,17239735,1,144,1761
B,2477,17246515,0,145,2337
B,2478,17246651,1,142,1746
B,2479,17253429,0,145,2332
B,2480,17253564,1,143,1743
B,2481,17260343,0,144,2411
B,2482,17260476,1,144,1764
B,2483,17267257,0,144,2332
B,2484,17267392,1,142,1752
B,2485,17274171,0,145,2255
B,2486,17274306,1,143,1752
B,2487,17281086,0,145,2339
B,2488,17281222,1,141,1703
B,2489,17288000,0,145,2267
B,2490,17288136,1,142,1739
B,2491,17294914,0,145,2226
B,2492,17295052,1,140,1725
B,2493,17301829,0,145,2330
B,2494,17301964,1,142,1741
B,2495,17308743,0,145,2316
B,2496,17308878,1,142,1757
B,2497,17315657,0,145,2244
B,2498,17315790,1,145,1770
B,2499,17322570,0,145,2201
B,2500,17322705,1,143,1748
B,2501,17329484,0,144,2323
B,2502,17329619,1,142,1741
B,2503,17336398,0,145,2282
B,2504,17336531,1,145,1761
B,2505,17343313,0,145,2242
B,2506,17343449,1,141,1730
B,2507,17350226,0,145,2332
B,2508,17350361,1,143,1757
B,2509,17357140,0,145,2298
B,2510,17357277,1,141,1730
B,2511,17364054,0,144,2235
B,2512,17364191,1,140,1730
B,2513,17370968,0,144,2190
B,2514,17371105,1,140,1737
B,2515,17377881,0,145,2375
B,2516,17378017,1,142,1752
B,2517,17384795,0,146,2319
B,2518,17384933,1,140,1739
B,2519,17391710,0,145,2339
B,2520,17391845,1,143,1752
B,2521,17398624,0,145,2341
B,2522,17398759,1,143,1755
B,2523,17405538,0,145,2203
B,2524,17405673,1,142,1759
B,2525,17412450,0,145,2330
B,2526,17412583,1,145,1759
B,2527,17419361,0,145,2337
B,2528,17419496,1,143,1748
B,2529,17426272,0,145,2343
B,2530,17426407,1,142,1755
B,2531,17433182,0,145,2350
B,2532,17433315,1,145,1773
B,2533,17440093,0,145,2201
B,2534,17440226,1,144,1757
B,2535,17447004,0,145,2249
B,2536,17447139,1,143,1746
B,2537,17453915,0,145,2273
B,2538,17454053,1,140,1748
B,2539,17460828,0,144,2346
B,2540,17460961,1,144,1759
B,2541,17467740,0,145,2350
B,2542,17467877,1,141,1743
B,2543,17474652,0,145,2357
B,2544,17474786,1,144,1770
B,2545,17481564,0,145,2210
B,2546,17481701,1,140,1741
B,2547,17488476,0,145,2319
B,2548,17488611,1,142,1748
B,2549,17495388,0,144,2370
B,2550,17495522,1,143,1739
B,2551,17502300,0,145,2323
B,2552,17502434,1,144,1757
B,2553,17509212,0,145,2289
B,2554,17509347,1,143,1755
B,2555,17516124,0,145,2334
B,2556,17516259,1,143,1752
B,2557,17523036,0,145,2325
B,2558,17523170,1,143,1755
B,2559,17529948,0,145,2330
B,2560,17530083,1,143,1752
B,2561,17536861,0,145,2276
B,2562,17536999,1,140,1743
B,2563,17543774,0,145,2280
B,2564,17543907,1,145,1770
B,2565,17550687,0,145,2210
B,2566,17550822,1,142,1748
B,2567,17557600,0,145,2244
B,2568,17557733,1,144,1761
B,2569,17564513,0,145,2231
B,2570,17564646,1,145,1761
B,2571,17571426,0,145,2350
B,2572,17571560,1,143,1757
B,2573,17578338,0,145,2289
B,2574,17578473,1,143,1759
B,2575,17585252,0,145,2233
B,2576,17585389,1,141,1743
B,2577,17592165,0,145,2154
B,2578,17592300,1,142,1748
B,2579,17599078,0,144,2251
B,2580,17599213,1,142,1750
B,2581,17605990,0,145,2289
B,2582,17606127,1,141,1730
B,2583,17612904,0,145,2170
B,2584,17613039,1,142,1748
B,2585,17619817,0,145,2258
B,2586,17619952,1,143,1752
B,2587,17626731,0,145,2359
B,2588,17626868,1,140,1743
B,2589,17633644,0,145,2325
B,2590,17633778,1,144,1739
B,2591,17640558,0,145,2231
B,2592,17640693,1,142,1750
B,2593,17647471,0,145,2334
B,2594,17647606,1,142,1750
B,2595,17654385,0,145,2343
B,2596,17654520,1,143,1759
B,2597,17661299,0,145,2303
B,2598,17661434,1,143,1764
B,2599,17668213,0,145,2337
B,2600,17668349,1,141,1741
B,2601,17675128,0,144,2334
B,2602,17675263,1,142,1750
B,2603,17682042,0,144,2163
B,2604,17682177,1,142,1734
B,2605,17688956,0,145,2400
B,2606,17689091,1,143,1752
B,2607,17695870,0,145,2330
B,2608,17696005,1,143,1759
B,2609,17702784,0,145,2334
B,2610,17702918,1,144,1755
B,2611,17709697,0,145,2321
B,2612,17709832,1,143,1746
B,2613,17716610,0,145,2273
B,2614,17716745,1,142,1755
B,2615,17723523,0,146,2330
B,2616,17723659,1,142,1750
B,2617,17730437,0,145,2298
B,2618,17730574,1,140,1741
B,2619,17737350,0,145,2235
B,2620,17737483,1,145,1764
B,2621,17744262,0,145,2343
B,2622,17744397,1,143,1752
B,2623,17751175,0,145,2323
B,2624,17751308,1,144,1761
B,2625,17758088,0,145,2325
B,2626,17758224,1,141,1727
B,2627,17765001,0,145,2262
B,2628,17765138,1,141,1739
B,2629,17771915,0,145,2339
B,2630,17772052,1,140,1739
B,2631,17778828,0,144,2339
B,2632,17778963,1,142,1752
B,2633,17785741,0,145,2332
B,2634,17785875,1,144,1757
B,2635,17792655,0,145,2244
B,2636,17792790,1,143,1752
B,2637,17799569,0,145,2334
B,2638,17799704,1,142,1752
B,2639,17806482,0,145,2312
B,2640,17806614,1,145,1770
B,2641,17813394,0,144,2339
B,2642,17813529,1,142,1707
B,2643,17820306,0,144,2357
B,2644,17820441,1,142,1718
B,2645,17827218,0,145,2190
B,2646,17827352,1,144,1757
B,2647,17834132,0,145,2215
B,2648,17834269,1,140,1730
B,2649,17841044,0,145,2332
B,2650,17841177,1,144,1764
B,2651,17847956,0,145,2334
B,2652,17848092,1,142,1748
B,2653,17854868,0,145,2183
B,2654,17855005,1,141,1739
B,2655,17861779,0,145,2337
B,2656,17861914,1,143,1755
B,2657,17868692,0,145,2303
B,2658,17868825,1,144,1757
B,2659,17875603,0,145,2386
B,2660,17875739,1,142,1746
B,2661,17882516,0,145,2346
B,2662,17882651,1,142,1750
B,2663,17889428,0,145,2332
B,2664,17889561,1,145,1766
B,2665,17896341,0,145,2167
B,2666,17896475,1,144,1764
B,2667,17903254,0,145,2278
B,2668,17903390,1,142,1739
B,2669,17910167,0,145,2246
B,2670,17910301,1,143,1752
B,2671,17917080,0,144,2339
B,2672,17917213,1,144,1757
B,2673,17923992,0,145,2346
B,2674,17924126,1,144,1770
B,2675,17930906,0,144,2341
B,2676,17931039,1,144,1779
B,2677,17937818,0,145,2217
B,2678,17937955,1,141,1737
B,2679,17944730,0,145,2219
B,2680,17944863,1,145,1755
B,2681,17951642,0,145,2343
B,2682,17951777,1,142,1739
B,2683,17958554,0,145,2334
B,2684,17958691,1,140,1746
B,2685,17965465,0,145,2255
B,2686,17965602,1,140,1755
B,2687,17972377,0,145,2307
B,2688,17972510,1,145,1770
B,2689,17979289,0,144,2339
B,2690,17979426,1,140,1707
B,2691,17986201,0,145,2339
B,2692,17986336,1,142,1737
B,2693,17993114,0,144,2337
B,2694,17993248,1,143,1755
B,2695,18000026,0,145,2325
B,2696,18000159,1,145,1777
B,2697,18006939,0,145,2264
B,2698,18007074,1,142,1759
B,2699,18013852,0,145,2316
B,2700,18013987,1,143,1748
B,2701,18020765,0,145,2348
B,2702,18020900,1,143,1743
B,2703,18027678,0,145,2163
B,2704,18027813,1,142,1743
B,2705,18034591,0,145,2246
B,2706,18034725,1,143,1755
B,2707,18041503,0,145,2287
B,2708,18041638,1,143,1768
B,2709,18048415,0,145,2298
B,2710,18048550,1,142,1752
B,2711,18055327,0,145,2323
B,2712,18055461,1,143,1730
B,2713,18062239,0,145,2201
B,2714,18062375,1,141,1737
B,2715,18069151,0,145,2337
B,2716,18069286,1,142,1748
B,2717,18076063,0,145,2255
B,2718,18076197,1,144,1773
B,2719,18082976,0,145,2231
B,2720,18083113,1,140,1741
B,2721,18089888,0,145,2334
B,2722,18090023,1,142,1748
B,2723,18096800,0,145,2294
B,2724,18096933,1,145,1757
B,2725,18103712,0,145,2337
B,2726,18103849,1,141,1734
B,2727,18110624,0,145,2226
B,2728,18110761,1,141,1737
B,2729,18117538,0,145,2348
B,2730,18117673,1,142,1727
B,2731,18124450,0,145,2350
B,2732,18124586,1,142,1750
B,2733,18131362,0,145,2332
B,2734,18131497,1,143,1746
B,2735,18138275,0,145,2149
B,2736,18138410,1,143,1727
B,2737,18145188,0,145,2176
B,2738,18145322,1,144,1761
B,2739,18152101,0,145,2343
B,2740,18152236,1,142,1755
B,2741,18159014,0,145,2352
B,2742,18159149,1,143,1757
B,2743,18165927,0,145,2339
B,2744,18166061,1,144,1757
B,2745,18172840,0,145,2334
B,2746,18172973,1,145,1764
B,2747,18179752,0,145,2334
B,2748,18179887,1,143,1743
B,2749,18186664,0,145,2366
B,2750,18186801,1,140,1741
B,2751,18193576,0,145,2334
B,2752,18193711,1,143,1759
B,2753,18200489,0,145,2296
B,2754,18200623,1,143,1755
B,2755,18207402,0,145,2217
B,2756,18207539,1,141,1725
B,2757,18214316,0,145,2316
B,2758,18214449,1,145,1752
B,2759,18221229,0,145,2244
B,2760,18221365,1,142,1748
B,2761,18228143,0,144,2332
B,2762,18228279,1,141,1746
B,2763,18235056,0,144,2334
B,2764,18235188,1,145,1775
B,2765,18241968,0,145,2339
B,2766,18242104,1,142,1748
B,2767,18248882,0,145,2203
B,2768,18249017,1,143,1750
B,2769,18255796,0,145,2352
B,2770,18255929,1,144,1770
B,2771,18262709,0,145,2217
B,2772,18262844,1,143,1755
B,2773,18269623,0,145,2341
B,2774,18269758,1,143,1757
B,2775,18276536,0,145,2346
B,2776,18276671,1,142,1773
B,2777,18283449,0,145,2307
B,2778,18283583,1,144,1752
B,2779,18290363,0,145,2325
B,2780,18290498,1,142,1730
B,2781,18297277,0,144,2346
B,2782,18297411,1,143,1752
B,2783,18304191,0,144,2242
B,2784,18304324,1,144,1764
B,2785,18311105,0,145,2258
B,2786,18311240,1,143,1755
B,2787,18318019,0,145,2352
B,2788,18318154,1,143,1741
B,2789,18324933,0,145,2323
B,2790,18325070,1,141,1734
B,2791,18331847,0,145,2323
B,2792,18331982,1,142,1750
B,2793,18338761,0,145,2262
B,2794,18338896,1,142,1755
B,2795,18345674,0,145,2352
B,2796,18345809,1,143,1766
B,2797,18352589,0,145,2343
B,2798,18352724,1,142,1755
B,2799,18359502,0,145,2341
B,2800,18359640,1,140,1637
B,2801,18366417,0,145,2332
B,2802,18366553,1,141,1741
B,2803,18373331,0,144,2285
B,2804,18373467,1,141,1741
B,2805,18380244,0,145,2330
B,2806,18380378,1,143,1750
B,2807,18387156,0,145,2325
B,2808,18387291,1,143,1755
B,2809,18394067,0,146,2328
B,2810,18394203,1,142,1755
B,2811,18400978,0,145,2361
B,2812,18401112,1,144,1755
B,2813,18407889,0,145,2224
B,2814,18408024,1,142,1752
B,2815,18414801,0,145,2339
B,2816,18414934,1,145,1766
B,2817,18421715,0,144,2330
B,2818,18421850,1,142,1750
B,2819,18428629,0,145,2323
B,2820,18428765,1,141,1743
B,2821,18435542,0,145,2222
B,2822,18435677,1,143,1743
B,2823,18442455,0,145,2334
B,2824,18442590,1,143,1743
B,2825,18449369,0,145,2251
B,2826,18449503,1,143,1750
B,2827,18456283,0,145,2332
B,2828,18456417,1,143,1757
B,2829,18463197,0,145,2343
B,2830,18463330,1,145,1770
B,2831,18470111,0,145,2231
B,2832,18470248,1,141,1743
B,2833,18477025,0,145,2337
B,2834,18477158,1,145,1761
B,2835,18483939,0,145,2249
B,2836,18484072,1,144,1757
B,2837,18490852,0,145,2339
B,2838,18490987,1,143,1743
B,2839,18497766,0,145,2346
B,2840,18497899,1,145,1764
B,2841,18504680,0,144,2341
B,2842,18504813,1,144,1766
B,2843,18511593,0,145,2212
B,2844,18511727,1,144,1759
B,2845,18518508,0,145,2350
B,2846,18518641,1,144,1757
B,2847,18525423,0,145,2332
B,2848,18525556,1,144,1757
B,2849,18532338,0,145,2258
B,2850,18532473,1,142,1746
B,2851,18539253,0,145,2348
B,2852,18539387,1,143,1761
B,2853,18546166,0,145,2285
B,2854,18546299,1,145,1759
B,2855,18553080,0,145,2231
B,2856,18553217,1,141,1732
B,2857,18559993,0,145,2287
B,2858,18560126,1,145,1746
B,2859,18566906,0,145,2339
B,2860,18567041,1,143,1752
B,2861,18573819,0,145,2370
B,2862,18573956,1,141,1741
B,2863,18580733,0,145,2305
B,2864,18580867,1,144,1775
B,2865,18587647,0,145,2348
B,2866,18587783,1,142,1746
B,2867,18594561,0,144,2330
B,2868,18594695,1,143,1752
B,2869,18601473,0,145,2282
B,2870,18601610,1,140,1734
B,2871,18608386,0,145,2346
B,2872,18608521,1,143,1755
B,2873,18615299,0,145,2337
B,2874,18615434,1,143,1748
B,2875,18622212,0,145,2348
B,2876,18622347,1,142,1755
B,2877,18629124,0,144,2337
