"Stage","SeqNr","Timestamp [µs]","Phase","Width [µs]","Vprim [mV]"
B,134547,2165053080,0,64,2391
B,134548,2165053132,1,65,1793
A,143507,2165057103,0,134,2479
A,143508,2165057226,1,133,2048
B,134549,2165062135,0,64,2494
B,134550,2165062187,1,65,1791
A,143509,2165066246,0,135,2397
A,143510,2165066369,1,135,2050
B,134551,2165071191,0,64,2479
B,134552,2165071242,1,66,1804
A,143511,2165075391,0,136,2440
A,143512,2165075514,1,137,2059
B,134553,2165080244,0,63,2483
B,134554,2165080297,1,63,1734
A,143513,2165084535,0,137,2404
A,143514,2165084658,1,139,2106
B,134555,2165089295,0,64,2370
B,134556,2165089351,1,61,1786
A,143515,2165093681,0,138,2447
A,143516,2165093808,1,137,2059
B,134557,2165098348,0,64,2474
B,134558,2165098402,1,63,1777
A,143517,2165102883,0,139,2402
A,143518,2165103011,1,139,2055
B,134559,2165107402,0,64,2470
B,134560,2165107456,1,63,1784
A,143519,2165112088,0,141,2488
A,143520,2165112214,1,144,2073
B,134561,2165116456,0,64,2470
B,134562,2165116509,1,64,1793
A,143521,2165121295,0,142,2483
A,143522,2165121426,1,141,2064
B,134563,2165125509,0,64,2461
B,134564,2165125564,1,62,1773
A,143523,2165130504,0,143,2470
A,143524,2165130635,1,142,2064
B,134565,2165134561,0,64,2467
B,134566,2165134616,1,62,1775
A,143525,2165139660,0,144,2407
A,143526,2165139793,1,143,2068
B,134567,2165143613,0,64,2449
B,134568,2165143666,1,64,1788
A,143527,2165148822,0,145,2458
A,143528,2165148955,1,145,2064
B,134569,2165152667,0,64,2474
B,134570,2165152720,1,64,1788
A,143529,2165157985,0,146,2447
A,143530,2165158122,1,143,2050
B,134571,2165161720,0,63,2481
B,134572,2165161773,1,63,1766
A,143531,2165167150,0,147,2407
A,143532,2165167284,1,148,2003
B,134573,2165170774,0,63,2391
B,134574,2165170825,1,65,1800
A,143533,2165176371,0,148,2452
A,143534,2165176508,1,148,2066
B,134575,2165179828,0,64,2485
B,134576,2165179881,1,64,1784
A,143535,2165185594,0,150,2474
A,143536,2165185733,1,149,2064
B,134577,2165188882,0,64,2479
B,134578,2165188936,1,63,1779
A,143537,2165194820,0,151,2440
A,143538,2165194960,1,150,2075
B,134579,2165197936,0,64,2321
B,134580,2165197988,1,65,1791
A,143539,2165204048,0,152,2463
A,143540,2165204189,1,151,2052
B,134581,2165206990,0,64,2427
B,134582,2165207045,1,62,1768
A,143541,2165213225,0,153,2388
A,143542,2165213363,1,155,2073
B,134583,2165216042,0,64,2470
B,134584,2165216098,1,61,1764
A,143543,2165222403,0,154,2429
A,143544,2165222546,1,153,2052
B,134585,2165225095,0,64,2334
B,134586,2165225149,1,63,1784
A,143545,2165231585,0,154,2431
A,143546,2165231727,1,156,2100
B,134587,2165234149,0,64,2431
B,134588,2165234202,1,64,1752
A,143547,2165240768,0,156,2456
A,143548,2165240913,1,155,2068
B,134589,2165243202,0,63,2314
B,134590,2165243255,1,63,1793
A,143549,2165250004,0,158,2452
A,143550,2165250151,1,157,2075
B,134591,2165252255,0,64,2479
B,134592,2165252308,1,64,1791
A,143551,2165259246,0,159,2528
A,143552,2165259394,1,158,2077
B,134593,2165261309,0,64,2476
B,134594,2165261362,1,64,1777
A,143553,2165268490,0,160,2352
A,143554,2165268638,1,160,2073
B,134595,2165270362,0,64,2474
B,134596,2165270416,1,63,1788
A,143555,2165277684,0,161,2355
A,143556,2165277836,1,157,2057
B,134597,2165279417,0,63,2388
B,134598,2165279470,1,63,1777
A,143557,2165286878,0,162,2501
A,143558,2165287026,1,164,2079
B,134599,2165288469,0,63,2443
B,134600,2165288522,1,63,1782
A,143559,2165296074,0,163,2490
A,143560,2165296225,1,163,2086
B,134601,2165297521,0,64,2420
B,134602,2165297576,1,61,1768
A,143561,2165305272,0,164,2407
A,143562,2165305421,1,167,2079
B,134603,2165306573,0,64,2463
B,134604,2165306628,1,62,1777
A,143563,2165314473,0,165,2479
A,143564,2165314625,1,166,2109
B,134605,2165315626,0,64,2479
B,134606,2165315679,1,64,1806
A,143565,2165323727,0,167,2440
A,143566,2165323883,1,166,2086
B,134607,2165324678,0,64,2470
B,134608,2165324731,1,64,1797
A,143567,2165332985,0,168,2386
A,143568,2165333141,1,168,2079
B,134609,2165333731,0,65,2483
B,134610,2165333786,1,61,1795
A,143569,2165342245,0,170,2540
A,143570,2165342403,1,168,2140
B,134611,2165342833,0,64,2481
B,134612,2165342888,1,62,1791
A,143571,2165351459,0,169,2427
A,143572,2165351617,1,169,2079
B,134613,2165352038,0,64,2479
B,134614,2165352090,1,65,1797
A,143573,2165360673,0,171,2476
A,143574,2165360832,1,171,2082
B,134615,2165361249,0,61,2479
B,134616,2165361301,1,59,1773
A,143575,2165369891,0,171,2440
A,143576,2165370051,1,172,2077
B,134617,2165370498,0,64,2481
B,134618,2165370552,1,63,1777
A,143577,2165379108,0,173,2533
A,143578,2165379270,1,172,2082
B,134619,2165379703,0,62,2474
B,134620,2165379754,1,64,1791
A,143579,2165388327,0,174,2375
A,143580,2165388490,1,173,2086
B,134621,2165388908,0,62,2513
B,134622,2165388959,1,63,1791
A,143581,2165397603,0,176,2359
A,143582,2165397770,1,173,2052
B,134623,2165398210,0,64,2470
B,134624,2165398263,1,64,1793
A,143583,2165406882,0,177,2447
A,143584,2165407047,1,176,2082
B,134625,2165407469,0,61,2472
B,134626,2165407522,1,60,1773
A,143585,2165416111,0,178,2409
A,143586,2165416278,1,177,2097
B,134627,2165416721,0,64,2476
B,134628,2165416776,1,62,1786
A,143587,2165425343,0,179,2384
A,143588,2165425510,1,179,2097
B,134629,2165425977,0,64,2474
B,134630,2165426031,1,62,1793
A,143589,2165434577,0,179,2447
A,143590,2165434744,1,180,2088
B,134631,2165435186,0,59,2425
B,134632,2165435234,1,65,1784
A,143591,2165443811,0,181,2402
A,143592,2165443981,1,180,2084
B,134633,2165444437,0,64,2479
B,134634,2165444489,1,65,1795
A,143593,2165453049,0,182,2494
A,143594,2165453217,1,184,2086
B,134635,2165453646,0,61,2479
B,134636,2165453697,1,62,1775
A,143595,2165462288,0,183,2445
A,143596,2165462459,1,185,2106
B,134637,2165462897,0,64,2449
B,134638,2165462951,1,63,1773
A,143597,2165471582,0,186,2506
A,143598,2165471756,1,185,2086
B,134639,2165472202,0,64,2458
B,134640,2165472257,1,62,1775
A,143599,2165480881,0,185,2456
A,143600,2165481052,1,188,2100
B,134641,2165481508,0,64,2474
B,134642,2165481562,1,63,1779
A,143601,2165490129,0,187,2454
A,143602,2165490304,1,187,2104
B,134643,2165490765,0,65,2479
B,134644,2165490820,1,61,1782
A,143603,2165499380,0,188,2316
A,143604,2165499553,1,191,2106
B,134645,2165500021,0,64,2479
B,134646,2165500075,1,63,1784
A,143605,2165508633,0,189,2470
A,143606,2165508809,1,190,2095
B,134647,2165509278,0,64,2379
B,134648,2165509332,1,63,1885
A,143607,2165517888,0,190,2361
A,143608,2165518063,1,192,2100
B,134649,2165518535,0,64,2467
B,134650,2165518589,1,63,1784
A,143609,2165527144,0,191,2393
A,143610,2165527324,1,190,2095
B,134651,2165527792,0,64,2479
B,134652,2165527846,1,63,1786
A,143611,2165536401,0,193,2456
A,143612,2165536583,1,192,2097
B,134653,2165537048,0,67,2481
B,134654,2165537106,1,58,1788
A,143613,2165545713,0,194,2280
A,143614,2165545896,1,193,2100
B,134655,2165546351,0,64,2483
B,134656,2165546405,1,63,1797
A,143615,2165554974,0,195,2330
A,143616,2165555157,1,195,2106
B,134657,2165555605,0,64,2485
B,134658,2165555660,1,61,1775
A,143617,2165564236,0,196,2506
A,143618,2165564419,1,197,2111
B,134659,2165564861,0,63,2467
B,134660,2165564913,1,61,1788
A,143619,2165573502,0,197,2540
A,143620,2165573691,1,193,2079
B,134661,2165574161,0,64,2476
B,134662,2165574216,1,62,1784
A,143621,2165582771,0,197,2438
A,143622,2165582955,1,200,2109
B,134663,2165583417,0,62,2483
B,134664,2165583469,1,63,1788
A,143623,2165592042,0,199,2504
A,143624,2165592230,1,198,2091
B,134665,2165592673,0,63,2481
B,134666,2165592725,1,63,1818
A,143625,2165601316,0,200,2458
A,143626,2165601506,1,199,2093
B,134667,2165601977,0,67,2485
B,134668,2165602034,1,60,1795
A,143627,2165610645,0,202,2328
A,143628,2165610833,1,204,2097
B,134669,2165611282,0,64,2490
B,134670,2165611338,1,61,1784
A,143629,2165619925,0,202,2355
A,143630,2165620115,1,203,2152
B,134671,2165620588,0,70,2481
B,134672,2165620647,1,58,1795
A,143631,2165629205,0,204,2287
A,143632,2165629397,1,204,2111
B,134673,2165629846,0,64,2470
B,134674,2165629901,1,58,1784
A,143633,2165638489,0,205,2449
A,143634,2165638680,1,207,2086
B,134675,2165639149,0,64,2470
B,134676,2165639202,1,63,1791
A,143635,2165647776,0,206,2454
A,143636,2165647972,1,204,2095
B,134677,2165648455,0,64,2492
B,134678,2165648509,1,63,1795
A,143637,2165657065,0,206,2438
A,143638,2165657258,1,209,2104
B,134679,2165657712,0,64,2476
B,134680,2165657768,1,61,1782
A,143639,2165666352,0,208,2194
A,143640,2165666547,1,209,1822
B,134681,2165667018,0,62,2531
B,134682,2165667071,1,62,1876
A,143641,2165675641,0,210,2458
A,143642,2165675841,1,208,2097
B,134683,2165676320,0,69,2479
B,134684,2165676381,1,56,1788
A,143643,2165684936,0,211,2447
A,143644,2165685136,1,210,2091
B,134685,2165685624,0,67,2467
B,134686,2165685683,1,58,1795
A,143645,2165694232,0,213,2472
A,143646,2165694434,1,211,2109
B,134687,2165694929,0,64,2467
B,134688,2165694983,1,63,1793
A,143647,2165703532,0,213,2467
A,143648,2165703735,1,210,2093
B,134689,2165704191,0,62,2467
B,134690,2165704245,1,56,1768
A,143649,2165712834,0,213,2449
A,143650,2165713034,1,215,2120
B,134691,2165713495,0,62,2483
B,134692,2165713546,1,61,1793
A,143651,2165722241,0,213,2510
A,143652,2165722442,1,213,2113
B,134693,2165722900,0,63,2456
B,134694,2165722953,1,60,1777
A,143653,2165731646,0,211,2339
A,143654,2165731845,1,212,2109
B,134695,2165732302,0,63,2467
B,134696,2165732355,1,62,1791
A,143655,2165741047,0,210,2355
A,143656,2165741244,1,211,2106
B,134697,2165741703,0,65,2395
B,134698,2165741757,1,63,1786
A,143657,2165750445,0,209,2416
A,143658,2165750645,1,206,2079
B,134699,2165751113,0,58,2472
B,134700,2165751161,1,64,1777
A,143659,2165759841,0,208,2393
A,143660,2165760037,1,208,2106
B,134701,2165760511,0,64,2456
B,134702,2165760563,1,65,1793
A,143661,2165769236,0,207,2271
A,143662,2165769429,1,210,2113
B,134703,2165769915,0,64,2476
B,134704,2165769968,1,64,1795
A,143663,2165778627,0,206,2366
A,143664,2165778822,1,205,2091
B,134705,2165779272,0,61,2467
B,134706,2165779325,1,60,1766
A,143665,2165788017,0,204,2420
A,143666,2165788209,1,205,2100
B,134707,2165788677,0,59,2474
B,134708,2165788725,1,65,1777
A,143667,2165797406,0,204,2488
A,143668,2165797600,1,202,2095
B,134709,2165798078,0,64,2476
B,134710,2165798131,1,63,1779
A,143669,2165806742,0,201,2400
A,143670,2165806932,1,201,2093
B,134711,2165807383,0,64,2474
B,134712,2165807438,1,62,1784
A,143671,2165816123,0,201,2359
A,143672,2165816312,1,201,2104
B,134713,2165816786,0,66,2474
B,134714,2165816841,1,62,1797
A,143673,2165825503,0,200,2485
A,143674,2165825691,1,200,2102
B,134715,2165826140,0,64,2472
B,134716,2165826194,1,63,1795
A,143675,2165834882,0,199,2443
A,143676,2165835066,1,203,2104
B,134717,2165835545,0,64,2476
B,134718,2165835599,1,63,1784
A,143677,2165844258,0,197,2447
A,143678,2165844441,1,200,2100
B,134719,2165844902,0,60,2481
B,134720,2165844954,1,62,1764
A,143679,2165853631,0,197,2492
A,143680,2165853819,1,194,2102
B,134721,2165854258,0,61,2472
B,134722,2165854309,1,60,1777
A,143681,2165863002,0,196,2422
A,143682,2165863187,1,195,2084
B,134723,2165863656,0,65,2567
B,134724,2165863709,1,63,1894
A,143683,2165872320,0,194,2465
A,143684,2165872502,1,194,2100
B,134725,2165872960,0,64,2488
B,134726,2165873013,1,63,1797
A,143685,2165881634,0,193,2476
A,143686,2165881816,1,192,2093
B,134727,2165882269,0,58,2465
B,134728,2165882317,1,64,1775
A,143687,2165890997,0,192,2476
A,143688,2165891177,1,192,2086
B,134729,2165891622,0,65,2472
B,134730,2165891678,1,63,1779
A,143689,2165900359,0,190,2404
A,143690,2165900541,1,187,2075
B,134731,2165900991,0,64,2416
B,134732,2165901044,1,66,1791
A,143691,2165909719,0,191,2357
A,143692,2165909898,1,189,2104
B,134733,2165910366,0,67,2474
B,134734,2165910423,1,71,1788
A,143693,2165919078,0,189,2407
A,143694,2165919255,1,189,2086
B,134735,2165919696,0,68,2508
B,134736,2165919753,1,69,1791
A,143695,2165928434,0,188,2452
A,143696,2165928611,1,187,2106
B,134737,2165929096,0,65,2343
B,134738,2165929151,1,69,1685
A,143697,2165937736,0,187,2494
A,143698,2165937911,1,185,2088
B,134739,2165938390,0,66,2479
B,134740,2165938445,1,71,1791
A,143699,2165947035,0,185,2384
A,143700,2165947209,1,184,2088
B,134741,2165947640,0,63,2479
B,134742,2165947694,1,67,1766
A,143701,2165956383,0,184,2504
A,143702,2165956556,1,183,2086
B,134743,2165956993,0,73,2479
B,134744,2165957055,1,73,1800
A,143703,2165965728,0,183,2494
A,143704,2165965898,1,189,2100
B,134745,2165966363,0,74,2467
B,134746,2165966427,1,73,1802
A,143705,2165975069,0,181,2370
A,143706,2165975236,1,184,2059
B,134747,2165975682,0,71,2384
B,134748,2165975740,1,77,1811
A,143707,2165984409,0,181,2447
A,143708,2165984578,1,181,2115
B,134749,2165985004,0,73,2479
B,134750,2165985068,1,74,1779
A,143709,2165993748,0,180,2217
A,143710,2165993917,1,185,1899
B,134751,2165994392,0,78,2470
B,134752,2165994459,1,77,1809
A,143711,2166003084,0,178,2350
A,143712,2166003251,1,177,2077
B,134753,2166003730,0,80,2470
B,134754,2166003800,1,78,1788
A,143713,2166012365,0,177,2461
A,143714,2166012528,1,179,2084
B,134755,2166012952,0,74,2422
B,134756,2166013015,1,80,1802
A,143715,2166021643,0,177,2416
A,143716,2166021809,1,174,2079
B,134757,2166022231,0,82,2474
B,134758,2166022302,1,80,1820
A,143717,2166030974,0,175,2488
A,143718,2166031134,1,178,2097
B,134759,2166031590,0,83,2474
B,134760,2166031660,1,84,1818
A,143719,2166040301,0,173,2355
A,143720,2166040463,1,173,2086
B,134761,2166040886,0,83,2472
B,134762,2166040959,1,82,1827
A,143721,2166049627,0,172,2504
A,143722,2166049784,1,176,2088
B,134763,2166050257,0,85,2472
B,134764,2166050330,1,85,1834
A,143723,2166058950,0,172,2488
A,143724,2166059108,1,175,2091
B,134765,2166059565,0,85,2476
B,134766,2166059637,1,91,1834
A,143725,2166068273,0,170,2339
A,143726,2166068433,1,168,2070
B,134767,2166068902,0,87,2492
B,134768,2166068979,1,86,1818
A,143727,2166077539,0,169,2596
A,143728,2166077697,1,169,2079
B,134769,2166078150,0,93,2470
B,134770,2166078232,1,84,1829
A,143729,2166086805,0,168,2411
A,143730,2166086959,1,169,2113
B,134771,2166087403,0,90,2476
B,134772,2166087484,1,86,1815
A,143731,2166096119,0,167,2404
A,143732,2166096275,1,166,2073
B,134773,2166096735,0,91,2490
B,134774,2166096814,1,91,1847
A,143733,2166105433,0,166,2472
A,143734,2166105590,1,162,2064
B,134775,2166105998,0,94,2483
B,134776,2166106083,1,85,1831
A,143735,2166114743,0,165,2499
A,143736,2166114896,1,165,2082
B,134777,2166115339,0,93,2481
B,134778,2166115421,1,92,1852
A,143737,2166124051,0,164,2452
A,143738,2166124200,1,167,2082
B,134779,2166124612,0,95,2483
B,134780,2166124697,1,86,1834
A,143739,2166133358,0,163,2384
A,143740,2166133509,1,163,2086
B,134781,2166133917,0,94,2431
B,134782,2166133998,1,93,1858
A,143741,2166142611,0,160,2445
A,143742,2166142758,1,162,2084
B,134783,2166143192,0,99,2476
B,134784,2166143281,1,92,1847
A,143743,2166151858,0,160,2456
A,143744,2166152005,1,161,2073
B,134785,2166152476,0,97,2479
B,134786,2166152563,1,96,1847
A,143745,2166161105,0,159,2454
A,143746,2166161253,1,158,2082
B,134787,2166161680,0,102,2481
B,134788,2166161773,1,93,1829
A,143747,2166170401,0,158,2555
A,143748,2166170544,1,161,2077
B,134789,2166170973,0,103,2483
B,134790,2166171066,1,94,1840
A,143749,2166179696,0,157,2463
A,143750,2166179842,1,156,2068
B,134791,2166180270,0,101,2479
B,134792,2166180359,1,100,1847
A,143751,2166188989,0,156,2494
A,143752,2166189134,1,155,2073
B,134793,2166189571,0,102,2483
B,134794,2166189661,1,101,1858
A,143753,2166198280,0,155,2436
A,143754,2166198424,1,154,2061
B,134795,2166198824,0,103,2481
B,134796,2166198918,1,99,1863
A,143755,2166207568,0,152,2310
A,143756,2166207709,1,152,2061
B,134797,2166208133,0,105,2400
B,134798,2166208227,1,105,1858
A,143757,2166216799,0,152,2422
A,143758,2166216940,1,151,2061
B,134799,2166217358,0,105,2485
B,134800,2166217452,1,110,1858
A,143759,2166226029,0,151,2447
A,143760,2166226169,1,150,2073
B,134801,2166226586,0,106,2490
B,134802,2166226680,1,110,1861
A,143761,2166235258,0,150,2467
A,143762,2166235393,1,153,2073
B,134803,2166235817,0,108,2452
B,134804,2166235915,1,109,1852
A,143763,2166244537,0,149,2492
A,143764,2166244676,1,147,2059
B,134805,2166245148,0,111,2479
B,134806,2166245250,1,102,1843
A,143765,2166253814,0,148,2422
A,143766,2166253951,1,147,2055
B,134807,2166254385,0,110,2483
B,134808,2166254484,1,113,1852
A,143767,2166263090,0,146,2300
A,143768,2166263221,1,150,2066
B,134809,2166263670,0,111,2483
B,134810,2166263772,1,108,1840
A,143769,2166272363,0,146,2445
A,143770,2166272497,1,146,2061
B,134811,2166272960,0,113,2485
B,134812,2166273063,1,111,1847
A,143771,2166281583,0,144,2470
A,143772,2166281716,1,143,2050
B,134813,2166282112,0,114,2467
B,134814,2166282214,1,114,1865
A,143773,2166290799,0,143,2447
A,143774,2166290929,1,144,2102
B,134815,2166291366,0,115,2474
B,134816,2166291471,1,113,1845
A,143775,2166300013,0,141,2445
A,143776,2166300143,1,141,2050
B,134817,2166300623,0,116,2481
B,134818,2166300727,1,115,1861
A,143777,2166309224,0,141,2454
A,143778,2166309353,1,141,2052
B,134819,2166309781,0,117,2479
B,134820,2166309885,1,117,1865
A,143779,2166318432,0,140,2438
A,143780,2166318560,1,140,2050
B,134821,2166318945,0,112,2470
B,134822,2166319048,1,114,1843
A,143781,2166327690,0,139,2373
A,143782,2166327813,1,143,2050
B,134823,2166328254,0,119,2483
B,134824,2166328362,1,118,1813
A,143783,2166336945,0,138,2458
A,143784,2166337069,1,140,2052
B,134825,2166337470,0,119,2483
B,134826,2166337578,1,122,1829
A,143785,2166346199,0,137,2470
A,143786,2166346324,1,137,2064
B,134827,2166346795,0,121,2490
B,134828,2166346906,1,120,1870
A,143787,2166355398,0,135,2341
A,143788,2166355522,1,134,2050
B,134829,2166355962,0,123,2490
B,134830,2166356073,1,122,1865
A,143789,2166364594,0,134,2364
A,143790,2166364715,1,135,2091
B,134831,2166365131,0,124,2447
B,134832,2166365243,1,123,1935
A,143791,2166373786,0,133,2325
A,143792,2166373906,1,134,2059
B,134833,2166374301,0,125,2490
B,134834,2166374414,1,125,1865
A,143793,2166382976,0,131,2467
A,143794,2166383096,1,131,2050
B,134835,2166383473,0,126,2492
B,134836,2166383588,1,130,1861
A,143795,2166392163,0,131,2560
A,143796,2166392280,1,134,2064
B,134837,2166392759,0,127,2481
B,134838,2166392877,1,124,1852
A,143797,2166401403,0,129,2411
A,143798,2166401522,1,128,2039
B,134839,2166401997,0,128,2488
B,134840,2166402113,1,127,1903
A,143799,2166410640,0,128,2429
A,143800,2166410756,1,129,2050
B,134841,2166411237,0,132,2492
B,134842,2166411358,1,124,1824
A,143801,2166419873,0,128,2461
A,143802,2166419988,1,129,2050
B,134843,2166420364,0,131,2488
B,134844,2166420485,1,129,1870
A,143803,2166429054,0,126,2436
A,143804,2166429165,1,129,2046
B,134845,2166429555,0,126,2476
B,134846,2166429671,1,130,1865
A,143805,2166438232,0,125,2461
A,143806,2166438347,1,123,2023
B,134847,2166438738,0,135,2395
B,134848,2166438863,1,128,1843
A,143807,2166447407,0,124,2443
A,143808,2166447516,1,127,2046
B,134849,2166447927,0,134,2485
B,134850,2166448052,1,130,1849
A,143809,2166456580,0,123,2316
A,143810,2166456688,1,126,2046
B,134851,2166457118,0,134,2479
B,134852,2166457243,1,132,1863
A,143811,2166465752,0,121,2337
A,143812,2166465860,1,123,2059
B,134853,2166466259,0,136,2483
B,134854,2166466384,1,134,1874
A,143813,2166474921,0,121,2456
A,143814,2166475029,1,122,2043
B,134855,2166475403,0,137,2483
B,134856,2166475527,1,137,1888
A,143815,2166484140,0,120,2400
A,143816,2166484247,1,121,2057
B,134857,2166484670,0,138,2488
B,134858,2166484798,1,136,1865
A,143817,2166493358,0,118,2483
A,143818,2166493467,1,116,2034
B,134859,2166493944,0,138,2488
B,134860,2166494071,1,138,1881
A,143819,2166502574,0,117,2325
A,143820,2166502677,1,119,2041
B,134861,2166503146,0,144,2499
B,134862,2166503281,1,135,1829
A,143821,2166511735,0,116,2454
A,143822,2166511837,1,118,2030
B,134863,2166512353,0,142,2497
B,134864,2166512484,1,141,1881
A,143823,2166520891,0,115,2373
A,143824,2166520997,1,112,1994
B,134865,2166521563,0,140,2485
B,134866,2166521692,1,141,1969
A,143825,2166530047,0,114,2440
A,143826,2166530151,1,111,2023
B,134867,2166530769,0,144,2409
B,134868,2166530904,1,140,1879
A,143827,2166539200,0,112,2463
A,143828,2166539300,1,113,2057
B,134869,2166539927,0,145,2429
B,134870,2166540061,1,143,1885
A,143829,2166548350,0,112,2463
A,143830,2166548451,1,111,2025
B,134871,2166549087,0,146,2479
B,134872,2166549222,1,145,1865
A,143831,2166557551,0,111,2395
A,143832,2166557651,1,110,2034
B,134873,2166558250,0,146,2472
B,134874,2166558385,1,146,1881
A,143833,2166566750,0,110,2470
A,143834,2166566847,1,111,2032
B,134875,2166567415,0,147,2497
B,134876,2166567552,1,147,1870
A,143835,2166575947,0,107,2438
