"Stage","SeqNr","Timestamp [µs]","Phase","Width [µs]","Vprim [mV]"
B,144746,2211989380,1,66,1797
A,153704,2211992273,0,125,2465
A,153705,2211992387,1,124,2057
B,144747,2211998383,0,66,2422
B,144748,2211998439,1,65,1793
A,153706,2212001449,0,126,2366
A,153707,2212001562,1,127,2075
B,144749,2212007441,0,66,2370
B,144750,2212007496,1,66,1802
A,153708,2212010575,0,127,2321
A,153709,2212010691,1,126,2048
B,144751,2212016499,0,66,2434
B,144752,2212016556,1,64,1777
A,153710,2212019702,0,127,2296
A,153711,2212019816,1,130,2059
B,144753,2212025556,0,66,2483
B,144754,2212025613,1,64,1779
A,153712,2212028830,0,131,2443
A,153713,2212028948,1,130,2061
B,144755,2212034613,0,66,2476
B,144756,2212034668,1,66,1764
A,153714,2212038016,0,130,2465
A,153715,2212038133,1,132,2005
B,144757,2212043670,0,66,2476
B,144758,2212043726,1,65,1788
A,153716,2212047202,0,132,2443
A,153717,2212047320,1,134,2055
B,144759,2212052726,0,66,2474
B,144760,2212052783,1,64,1784
A,153718,2212056391,0,132,2445
A,153719,2212056512,1,132,2046
B,144761,2212061783,0,65,2501
B,144762,2212061838,1,65,1779
A,153720,2212065581,0,134,2447
A,153721,2212065703,1,134,2050
B,144763,2212070840,0,65,2474
B,144764,2212070895,1,65,1795
A,153722,2212074773,0,135,2551
A,153723,2212074899,1,132,2041
B,144765,2212079896,0,66,2485
B,144766,2212079954,1,63,1775
A,153724,2212083917,0,136,2436
A,153725,2212084043,1,133,2039
B,144767,2212088953,0,66,2476
B,144768,2212089008,1,66,1795
A,153726,2212093061,0,136,2298
A,153727,2212093183,1,139,2068
B,144769,2212098009,0,66,2476
B,144770,2212098062,1,68,1806
A,153728,2212102206,0,139,2614
A,153729,2212102332,1,138,2061
B,144771,2212107066,0,66,2422
B,144772,2212107122,1,65,1824
A,153730,2212111407,0,140,2413
A,153731,2212111535,1,140,2068
B,144773,2212116122,0,66,2467
B,144774,2212116179,1,64,1782
A,153732,2212120612,0,141,2463
A,153733,2212120739,1,143,2066
B,144775,2212125179,0,66,2470
B,144776,2212125234,1,66,1779
A,153734,2212129818,0,141,2458
A,153735,2212129947,1,142,1987
B,144777,2212134235,0,66,2463
B,144778,2212134289,1,67,1806
A,153736,2212139026,0,143,2472
A,153737,2212139157,1,142,2055
B,144779,2212143291,0,66,2420
B,144780,2212143347,1,65,1784
A,153738,2212148183,0,144,2440
A,153739,2212148315,1,144,2075
B,144781,2212152348,0,66,2497
B,144782,2212152403,1,66,1791
A,153740,2212157345,0,145,2413
A,153741,2212157479,1,144,2070
B,144783,2212161406,0,66,2488
B,144784,2212161461,1,66,1797
A,153742,2212166508,0,146,2488
A,153743,2212166642,1,146,2079
B,144785,2212170463,0,66,2438
B,144786,2212170520,1,64,1795
A,153744,2212175673,0,147,2499
A,153745,2212175808,1,147,2075
B,144787,2212179519,0,67,2348
B,144788,2212179574,1,66,1795
A,153746,2212184839,0,149,2513
A,153747,2212184978,1,146,2048
B,144789,2212188575,0,66,2497
B,144790,2212188629,1,67,1797
A,153748,2212194061,0,150,2483
A,153749,2212194199,1,150,2077
B,144791,2212197632,0,66,2470
B,144792,2212197686,1,67,1813
A,153750,2212203285,0,151,2567
A,153751,2212203425,1,150,2012
B,144793,2212206689,0,66,2470
B,144794,2212206744,1,66,1797
A,153752,2212212513,0,152,2325
A,153753,2212212656,1,149,2052
B,144795,2212215747,0,66,2429
B,144796,2212215803,1,65,1788
A,153754,2212221692,0,152,2420
A,153755,2212221833,1,152,2073
B,144797,2212224806,0,66,2463
B,144798,2212224863,1,64,1773
A,153756,2212230872,0,154,2434
A,153757,2212231016,1,151,2046
B,144799,2212233864,0,66,2483
B,144800,2212233919,1,66,1786
A,153758,2212240054,0,155,2400
A,153759,2212240198,1,155,2064
B,144801,2212242923,0,66,2479
B,144802,2212242980,1,63,1779
A,153760,2212249239,0,156,2445
A,153761,2212249382,1,157,2077
B,144803,2212251981,0,66,2476
B,144804,2212252036,1,66,1797
A,153762,2212258426,0,157,2352
A,153763,2212258571,1,158,2084
B,144805,2212261040,0,66,2397
B,144806,2212261097,1,64,1779
A,153764,2212267668,0,159,2388
A,153765,2212267813,1,161,2079
B,144807,2212270099,0,66,2461
B,144808,2212270155,1,65,1804
A,153766,2212276912,0,160,2447
A,153767,2212277062,1,158,2066
B,144809,2212279157,0,66,2388
B,144810,2212279213,1,64,1788
A,153768,2212286158,0,160,2438
A,153769,2212286305,1,162,2088
B,144811,2212288214,0,67,2458
B,144812,2212288270,1,65,1786
A,153770,2212295353,0,161,2456
A,153771,2212295503,1,161,2073
B,144813,2212297271,0,66,2474
B,144814,2212297328,1,64,1775
A,153772,2212304550,0,162,2409
A,153773,2212304699,1,164,2057
B,144815,2212306328,0,66,2476
B,144816,2212306383,1,66,1786
A,153774,2212313748,0,163,2373
A,153775,2212313899,1,165,2082
B,144817,2212315384,0,66,2479
B,144818,2212315438,1,67,1804
A,153776,2212322948,0,165,2386
A,153777,2212323104,1,162,2055
B,144819,2212324441,0,66,2413
B,144820,2212324496,1,65,1784
A,153778,2212332151,0,167,2601
A,153779,2212332308,1,165,2066
B,144821,2212333498,0,66,2395
B,144822,2212333555,1,64,1782
A,153780,2212341410,0,168,2452
A,153781,2212341566,1,168,2082
B,144823,2212342555,0,66,2488
B,144824,2212342610,1,66,1791
A,153782,2212350670,0,169,2472
A,153783,2212350828,1,168,2095
B,144825,2212351611,0,67,2481
B,144826,2212351666,1,67,1809
A,153784,2212359881,0,170,2445
A,153785,2212360036,1,173,2030
B,144827,2212360669,0,65,2488
B,144828,2212360726,1,63,1775
A,153786,2212369094,0,171,2418
A,153787,2212369254,1,170,2082
B,144829,2212369726,0,68,2431
B,144830,2212369786,1,60,1793
A,153788,2212378309,0,172,2447
A,153789,2212378468,1,173,2095
B,144831,2212378886,0,66,2467
B,144832,2212378941,1,66,1800
A,153790,2212387526,0,173,2440
A,153791,2212387685,1,175,2068
B,144833,2212388105,0,63,2443
B,144834,2212388156,1,64,1797
A,153792,2212396744,0,174,2370
A,153793,2212396906,1,174,2093
B,144835,2212397364,0,66,2472
B,144836,2212397421,1,68,1793
A,153794,2212406016,0,176,2537
A,153795,2212406181,1,175,2097
B,144837,2212406628,0,67,2492
B,144838,2212406686,1,62,1782
A,153796,2212415294,0,177,2497
A,153797,2212415458,1,178,2084
B,144839,2212415897,0,62,2481
B,144840,2212415949,1,65,1770
A,153798,2212424522,0,178,2524
A,153799,2212424688,1,178,2052
B,144841,2212425111,0,62,2474
B,144842,2212425162,1,66,1768
A,153800,2212433751,0,180,2519
A,153801,2212433917,1,181,2088
B,144843,2212434373,0,66,2476
B,144844,2212434429,1,65,1802
A,153802,2212442984,0,179,2467
A,153803,2212443155,1,176,2066
B,144845,2212443593,0,60,2553
B,144846,2212443641,1,67,1788
A,153804,2212452216,0,181,2522
A,153805,2212452385,1,181,2086
B,144847,2212452852,0,66,2443
B,144848,2212452907,1,70,1784
A,153806,2212461452,0,181,2316
A,153807,2212461623,1,180,2095
B,144849,2212462065,0,66,2472
B,144850,2212462122,1,64,1775
A,153808,2212470688,0,183,2463
A,153809,2212470859,1,184,2111
B,144851,2212471330,0,66,2483
B,144852,2212471384,1,72,1797
A,153810,2212479983,0,184,2461
A,153811,2212480156,1,185,2102
B,144853,2212480603,0,60,2476
B,144854,2212480655,1,63,1770
A,153812,2212489279,0,186,2352
A,153813,2212489452,1,187,2100
B,144855,2212489916,0,66,2501
B,144856,2212489971,1,65,1779
A,153814,2212498525,0,186,2337
A,153815,2212498699,1,187,2102
B,144857,2212499131,0,64,2481
B,144858,2212499184,1,66,1782
A,153816,2212507774,0,188,2458
A,153817,2212507947,1,191,2102
B,144859,2212508400,0,63,2474
B,144860,2212508454,1,64,1775
A,153818,2212517027,0,189,2501
A,153819,2212517204,1,189,2088
B,144861,2212517666,0,67,2504
B,144862,2212517721,1,66,1815
A,153820,2212526282,0,190,2449
A,153821,2212526461,1,189,2046
B,144863,2212526935,0,66,2479
B,144864,2212526993,1,68,1784
A,153822,2212535538,0,191,2458
A,153823,2212535717,1,191,2102
B,144865,2212536153,0,63,2483
B,144866,2212536206,1,65,1782
A,153824,2212544794,0,193,2465
A,153825,2212544976,1,192,2091
B,144867,2212545418,0,66,2483
B,144868,2212545475,1,69,1779
A,153826,2212554107,0,194,2508
A,153827,2212554288,1,195,2109
B,144869,2212554736,0,66,2483
B,144870,2212554792,1,70,1791
A,153828,2212563371,0,195,2517
A,153829,2212563553,1,196,2104
B,144871,2212564010,0,60,2476
B,144872,2212564060,1,65,1779
A,153830,2212572637,0,197,2490
A,153831,2212572820,1,198,2102
B,144873,2212573279,0,60,2479
B,144874,2212573328,1,66,1777
A,153832,2212581907,0,197,2499
A,153833,2212582093,1,196,2100
B,144875,2212582543,0,66,2524
B,144876,2212582598,1,71,1779
A,153834,2212591177,0,198,2465
A,153835,2212591365,1,196,2095
B,144877,2212591811,0,66,2479
B,144878,2212591868,1,68,1793
A,153836,2212600448,0,199,2352
A,153837,2212600634,1,200,2104
B,144879,2212601079,0,64,2436
B,144880,2212601133,1,65,1784
A,153838,2212609721,0,200,2438
A,153839,2212609910,1,199,2111
B,144881,2212610396,0,66,2476
B,144882,2212610452,1,70,1786
A,153840,2212619048,0,202,2504
A,153841,2212619239,1,201,2109
B,144883,2212619716,0,66,2479
B,144884,2212619770,1,67,1804
A,153842,2212628326,0,203,2452
A,153843,2212628517,1,203,2109
B,144885,2212628982,0,65,2472
B,144886,2212629038,1,64,1793
A,153844,2212637607,0,204,2465
A,153845,2212637797,1,206,2095
B,144887,2212638248,0,66,2479
B,144888,2212638304,1,65,1795
A,153846,2212646890,0,205,2409
A,153847,2212647084,1,204,2095
B,144889,2212647568,0,66,2479
B,144890,2212647625,1,68,1775
A,153848,2212656175,0,206,2454
A,153849,2212656370,1,205,2109
B,144891,2212656837,0,64,2476
B,144892,2212656892,1,64,1779
A,153850,2212665463,0,207,2434
A,153851,2212665659,1,206,2104
B,144893,2212666155,0,66,2479
B,144894,2212666210,1,70,1788
A,153852,2212674753,0,208,2400
A,153853,2212674947,1,210,2115
B,144895,2212675423,0,67,2542
B,144896,2212675478,1,66,1797
A,153854,2212684045,0,209,2434
A,153855,2212684243,1,209,2102
B,144897,2212684697,0,63,2479
B,144898,2212684751,1,61,1766
A,153856,2212693340,0,211,2526
A,153857,2212693539,1,211,2122
B,144899,2212694013,0,64,2470
B,144900,2212694067,1,65,1777
A,153858,2212702637,0,212,2434
A,153859,2212702837,1,212,2118
B,144901,2212703329,0,66,2463
B,144902,2212703385,1,70,1788
A,153860,2212711936,0,213,2479
A,153861,2212712138,1,212,2109
B,144903,2212712597,0,66,2476
B,144904,2212712652,1,66,1784
A,153862,2212721237,0,214,2402
A,153863,2212721443,1,210,2084
B,144905,2212721921,0,73,2470
B,144906,2212721984,1,60,1793
A,153864,2212730646,0,213,2474
A,153865,2212730848,1,213,2109
B,144907,2212731307,0,69,2461
B,144908,2212731363,1,71,1811
A,153866,2212740051,0,212,2598
A,153867,2212740254,1,209,2091
B,144909,2212740756,0,69,2476
B,144910,2212740815,1,68,1797
A,153868,2212749455,0,210,2445
A,153869,2212749654,1,209,2100
B,144911,2212750112,0,71,2501
B,144912,2212750172,1,71,1802
A,153870,2212758854,0,209,2411
A,153871,2212759050,1,212,2111
B,144913,2212759529,0,72,2465
B,144914,2212759592,1,74,1788
A,153872,2212768251,0,208,2501
A,153873,2212768447,1,207,2104
B,144915,2212768900,0,67,2465
B,144916,2212768959,1,70,1777
A,153874,2212777647,0,207,2404
A,153875,2212777843,1,209,2106
B,144917,2212778328,0,75,2479
B,144918,2212778390,1,75,1813
A,153876,2212787040,0,206,2436
A,153877,2212787233,1,207,2113
B,144919,2212787708,0,75,2476
B,144920,2212787774,1,73,1804
A,153878,2212796430,0,205,2535
A,153879,2212796623,1,205,2109
B,144921,2212797093,0,76,2481
B,144922,2212797160,1,75,1797
A,153880,2212805819,0,204,2510
A,153881,2212806012,1,203,2165
B,144923,2212806488,0,77,2465
B,144924,2212806555,1,76,1809
A,153882,2212815206,0,202,2492
A,153883,2212815394,1,204,2104
B,144925,2212815893,0,80,2465
B,144926,2212815962,1,79,1813
A,153884,2212824589,0,201,2490
A,153885,2212824780,1,199,2095
B,144927,2212825243,0,80,2467
B,144928,2212825312,1,80,1822
A,153886,2212833969,0,200,2420
A,153887,2212834158,1,199,2100
B,144929,2212834602,0,76,2427
B,144930,2212834667,1,81,1813
A,153888,2212843347,0,199,2476
A,153889,2212843533,1,200,2140
B,144931,2212844026,0,82,2479
B,144932,2212844099,1,79,1834
A,153890,2212852724,0,198,2456
A,153891,2212852911,1,197,2095
B,144933,2212853392,0,83,2479
B,144934,2212853465,1,87,1809
A,153892,2212862099,0,197,2508
A,153893,2212862285,1,196,2095
B,144935,2212862764,0,85,2481
B,144936,2212862838,1,88,1822
A,153894,2212871472,0,196,2481
A,153895,2212871656,1,196,2086
B,144937,2212872097,0,81,2476
B,144938,2212872167,1,90,1818
A,153896,2212880843,0,193,2470
A,153897,2212881024,1,194,2102
B,144939,2212881482,0,88,2488
B,144940,2212881559,1,87,1809
A,153898,2212890158,0,193,2490
A,153899,2212890338,1,194,2104
B,144941,2212890806,0,88,2476
B,144942,2212890884,1,88,1822
A,153900,2212899523,0,192,2472
A,153901,2212899701,1,194,2084
B,144943,2212900140,0,83,2494
B,144944,2212900212,1,89,1820
A,153902,2212908886,0,191,2402
A,153903,2212909063,1,198,2102
B,144945,2212909541,0,93,2558
B,144946,2212909623,1,88,1838
A,153904,2212918246,0,190,2504
A,153905,2212918427,1,187,2093
B,144947,2212918879,0,92,2467
B,144948,2212918958,1,95,1834
A,153906,2212927606,0,189,2404
A,153907,2212927781,1,191,2041
B,144949,2212928222,0,93,2474
B,144950,2212928304,1,92,1829
A,153908,2212936963,0,188,2479
A,153909,2212937139,1,188,2091
B,144951,2212937597,0,95,2476
B,144952,2212937679,1,96,1879
A,153910,2212946319,0,186,2508
A,153911,2212946492,1,187,2091
B,144953,2212946956,0,96,2476
B,144954,2212947042,1,94,1921
A,153912,2212955619,0,185,2411
A,153913,2212955790,1,188,2095
B,144955,2212956240,0,96,2470
B,144956,2212956324,1,96,1843
A,153914,2212964970,0,183,2504
A,153915,2212965145,1,180,2000
B,144957,2212965608,0,98,2465
B,144958,2212965694,1,97,1845
A,153916,2212974317,0,183,2463
A,153917,2212974488,1,183,2127
B,144959,2212974981,0,99,2472
B,144960,2212975071,1,98,1822
A,153918,2212983660,0,182,2364
A,153919,2212983829,1,182,2095
B,144961,2212984274,0,98,2515
B,144962,2212984362,1,97,1840
A,153920,2212993001,0,181,2467
A,153921,2212993167,1,184,2102
B,144963,2212993654,0,101,2483
B,144964,2212993743,1,100,1890
A,153922,2213002341,0,180,2438
A,153923,2213002509,1,179,2095
B,144965,2213002988,0,105,2492
B,144966,2213003081,1,100,1854
A,153924,2213011680,0,178,2461
A,153925,2213011843,1,181,2091
B,144967,2213012297,0,103,2470
B,144968,2213012390,1,106,1843
A,153926,2213020963,0,177,2409
A,153927,2213021129,1,176,2084
B,144969,2213021609,0,105,2526
B,144970,2213021705,1,105,1836
A,153928,2213030244,0,175,2492
A,153929,2213030405,1,178,2102
B,144971,2213030835,0,106,2508
B,144972,2213030931,1,103,1843
A,153930,2213039574,0,175,2515
A,153931,2213039737,1,175,2091
B,144973,2213040157,0,105,2492
B,144974,2213040250,1,106,1856
A,153932,2213048901,0,174,2465
A,153933,2213049063,1,174,2086
B,144975,2213049482,0,104,2501
B,144976,2213049576,1,105,1836
A,153934,2213058227,0,173,2522
A,153935,2213058385,1,176,2093
B,144977,2213058806,0,108,2508
B,144978,2213058903,1,108,1863
A,153936,2213067551,0,172,2501
A,153937,2213067710,1,173,2079
B,144979,2213068180,0,110,2440
B,144980,2213068280,1,108,1858
A,153938,2213076872,0,170,2422
A,153939,2213077033,1,167,2064
B,144981,2213077465,0,112,2443
B,144982,2213077565,1,113,1865
A,153940,2213086138,0,169,2458
A,153941,2213086294,1,170,2095
B,144983,2213086711,0,113,2499
B,144984,2213086813,1,111,1856
A,153942,2213095401,0,167,2458
A,153943,2213095557,1,167,2104
B,144985,2213096058,0,114,2452
B,144986,2213096163,1,111,1845
A,153944,2213104715,0,167,2384
A,153945,2213104870,1,167,2077
B,144987,2213105310,0,115,2479
B,144988,2213105415,1,113,1861
A,153946,2213114028,0,166,2483
A,153947,2213114183,1,165,2082
B,144989,2213114673,0,110,2497
B,144990,2213114772,1,115,1863
A,153948,2213123339,0,165,2440
A,153949,2213123493,1,164,2079
B,144991,2213123982,0,111,2481
B,144992,2213124084,1,114,1847
A,153950,2213132650,0,164,2476
A,153951,2213132803,1,163,2079
B,144993,2213133292,0,118,2485
B,144994,2213133400,1,115,1867
A,153952,2213141959,0,163,2443
A,153953,2213142111,1,162,2082
B,144995,2213142613,0,120,2567
B,144996,2213142724,1,116,1852
A,153954,2213151214,0,160,2291
A,153955,2213151363,1,161,2077
B,144997,2213151785,0,115,2499
B,144998,2213151890,1,124,1852
A,153956,2213160464,0,161,2418
A,153957,2213160611,1,161,2111
B,144999,2213161055,0,125,2488
B,145000,2213161171,1,116,1852
A,153958,2213169713,0,159,2276
A,153959,2213169858,1,160,2082
B,145001,2213170333,0,125,2485
B,145002,2213170447,1,120,1870
A,153960,2213179009,0,158,2434
A,153961,2213179153,1,160,2070
B,145003,2213179613,0,123,2483
B,145004,2213179726,1,122,1892
A,153962,2213188304,0,157,2395
A,153963,2213188448,1,158,2082
B,145005,2213188899,0,121,2497
B,145006,2213189010,1,123,1867
A,153964,2213197598,0,156,2429
A,153965,2213197741,1,157,2070
B,145007,2213198242,0,126,2492
B,145008,2213198360,1,121,1838
A,153966,2213206890,0,155,2413
A,153967,2213207033,1,155,2064
B,145009,2213207483,0,123,2526
B,145010,2213207598,1,123,1843
A,153968,2213216179,0,153,2465
A,153969,2213216320,1,153,2064
B,145011,2213216773,0,128,2524
B,145012,2213216893,1,125,1861
A,153970,2213225413,0,151,2416
A,153971,2213225553,1,152,2066
B,145013,2213225956,0,130,2476
B,145014,2213226077,1,129,1858
A,153972,2213234644,0,149,2555
A,153973,2213234782,1,150,2057
B,145015,2213235257,0,130,2476
B,145016,2213235378,1,127,1854
A,153974,2213243869,0,150,2368
A,153975,2213244007,1,150,2070
B,145017,2213244440,0,132,2474
B,145018,2213244564,1,128,1811
A,153976,2213253148,0,149,2431
A,153977,2213253285,1,149,2064
B,145019,2213253747,0,133,2481
B,145020,2213253872,1,129,1858
A,153978,2213262424,0,148,2607
A,153979,2213262560,1,148,2068
B,145021,2213263004,0,139,2474
B,145022,2213263131,1,129,1874
A,153980,2213271697,0,147,2456
A,153981,2213271831,1,148,2097
B,145023,2213272264,0,135,2452
B,145024,2213272390,1,131,1854
A,153982,2213280968,0,146,2391
A,153983,2213281103,1,145,2055
B,145025,2213281525,0,137,2488
B,145026,2213281654,1,133,1856
A,153984,2213290185,0,144,2425
A,153985,2213290315,1,146,2068
B,145027,2213290723,0,142,2483
B,145028,2213290854,1,132,1894
A,153986,2213299399,0,143,2361
A,153987,2213299528,1,145,2070
B,145029,2213299923,0,139,2443
B,145030,2213300052,1,136,1870
A,153988,2213308611,0,141,2458
A,153989,2213308738,1,144,2075
B,145031,2213309128,0,136,2510
B,145032,2213309256,1,136,1865
A,153990,2213317821,0,141,2452
A,153991,2213317951,1,140,1973
B,145033,2213318455,0,143,2485
B,145034,2213318588,1,136,1865
A,153992,2213327030,0,140,2549
A,153993,2213327157,1,141,2070
B,145035,2213327610,0,142,2499
B,145036,2213327743,1,138,1867
A,153994,2213336288,0,139,2524
A,153995,2213336416,1,138,2057
B,145037,2213336894,0,148,2490
B,145038,2213337031,1,136,1861
A,153996,2213345545,0,138,2429
A,153997,2213345671,1,138,2064
B,145039,2213346054,0,142,2546
B,145040,2213346184,1,144,1892
A,153998,2213354801,0,137,2454
A,153999,2213354924,1,139,2088
B,145041,2213355345,0,146,2497
B,145042,2213355479,1,145,1894
A,154000,2213364002,0,135,2461
A,154001,2213364126,1,134,2055
B,145043,2213364562,0,147,2485
B,145044,2213364699,1,144,1888
A,154002,2213373200,0,134,2407
A,154003,2213373322,1,134,2064
B,145045,2213373781,0,150,2560
B,145046,2213373921,1,144,1894
A,154004,2213382393,0,133,2454
A,154005,2213382516,1,131,2043
B,145047,2213383003,0,146,2492
B,145048,2213383140,1,146,1876
A,154006,2213391585,0,132,2440
A,154007,2213391704,1,133,2055
B,145049,2213392225,0,148,2499
B,145050,2213392360,1,150,1892
A,154008,2213400776,0,130,2434
A,154009,2213400894,1,131,2057
B,145051,2213401395,0,151,2497
B,145052,2213401537,1,147,1885
A,154010,2213410015,0,130,2454
A,154011,2213410130,1,132,2050
B,145053,2213410568,0,152,2483
B,145054,2213410711,1,148,1838
A,154012,2213419253,0,129,2438
A,154013,2213419370,1,129,2050
B,145055,2213419745,0,157,2492
B,145056,2213419892,1,146,1888
A,154014,2213428490,0,128,2368
A,154015,2213428603,1,131,2046
B,145057,2213429064,0,158,2501
B,145058,2213429213,1,148,1854
A,154016,2213437673,0,125,2337
A,154017,2213437785,1,127,2032
B,145059,2213438301,0,153,2492
B,145060,2213438445,1,152,1876
A,154018,2213446851,0,125,2499
A,154019,2213446962,1,127,2064
B,145061,2213447535,0,156,2515
B,145062,2213447683,1,153,1856
A,154020,2213456027,0,124,2443
A,154021,2213456138,1,125,2052
B,145063,2213456772,0,158,2501
B,145064,2213456919,1,157,1888
A,154022,2213465201,0,123,2472
A,154023,2213465312,1,123,2046
B,145065,2213465960,0,159,2476
B,145066,2213466110,1,155,1885
A,154024,2213474373,0,122,2465
A,154025,2213474481,1,124,2046
B,145067,2213475150,0,160,2483
B,145068,2213475301,1,156,1872
A,154026,2213483542,0,120,2328
A,154027,2213483650,1,121,2055
B,145069,2213484340,0,161,2470
B,145070,2213484492,1,157,1872
A,154028,2213492761,0,120,2553
A,154029,2213492869,1,120,2050
B,145071,2213493533,0,162,2474
B,145072,2213493684,1,160,1890
A,154030,2213501978,0,118,2278
A,154031,2213502085,1,118,2057
B,145073,2213502728,0,163,2492
B,145074,2213502880,1,163,1897
A,154032,2213511192,0,118,2402
A,154033,2213511295,1,120,2046
B,145075,2213511979,0,165,2499
B,145076,2213512131,1,165,1908
A,154034,2213520353,0,116,2567
A,154035,2213520457,1,116,2050
B,145077,2213521234,0,165,2483
B,145078,2213521387,1,166,1906
A,154036,2213529511,0,115,2438
A,154037,2213529617,1,112,2018
B,145079,2213530489,0,167,2447
B,145080,2213530644,1,167,1906
A,154038,2213538666,0,114,2420
A,154039,2213538769,1,113,2034
B,145081,2213539694,0,168,2479
B,145082,2213539852,1,165,1935
A,154040,2213547819,0,113,2476
A,154041,2213547920,1,113,2037
B,145083,2213548902,0,169,2361
B,145084,2213549058,1,169,1906
A,154042,2213556972,0,111,2388
A,154043,2213557073,1,110,2023
B,145085,2213558111,0,170,2409
B,145086,2213558271,1,168,1894
A,154044,2213566173,0,111,2537
A,154045,2213566272,1,111,2037
B,145087,2213567322,0,171,2476
B,145088,2213567481,1,171,1899
A,154046,2213575372,0,110,2431
A,154047,2213575468,1,112,2030
B,145089,2213576535,0,173,2494
B,145090,2213576698,1,170,1901
A,154048,2213584570,0,107,2445
A,154049,2213584663,1,111,2034
B,145091,2213585805,0,174,2461
B,145092,2213585968,1,172,1899
A,154050,2213593712,0,107,2485
A,154051,2213593807,1,107,2037
B,145093,2213595077,0,175,2440
B,145094,2213595240,1,175,1897
A,154052,2213602853,0,106,2474
A,154053,2213602947,1,106,2032
B,145095,2213604300,0,176,2501
B,145096,2213604466,1,173,1897
A,154054,2213611991,0,105,2515
A,154055,2213612087,1,102,2000
B,145097,2213613523,0,177,2481
B,145098,2213613689,1,175,1901
A,154056,2213621127,0,104,2440
A,154057,2213621216,1,107,2046
B,145099,2213622749,0,178,2490
B,145100,2213622917,1,175,1908
A,154058,2213630261,0,102,2467
A,154059,2213630349,1,106,2039
B,145101,2213631977,0,179,2558
B,145102,2213632147,1,176,1908
A,154060,2213639395,0,101,2434
A,154061,2213639485,1,101,2023
B,145103,2213641208,0,180,2483
B,145104,2213641378,1,178,1894
A,154062,2213648577,0,101,2391
A,154063,2213648669,1,98,2009
B,145105,2213650493,0,182,2492
B,145106,2213650662,1,182,1906
A,154064,2213657757,0,100,2499
A,154065,2213657845,1,100,2070
B,145107,2213659781,0,183,2488
B,145108,2213659954,1,180,1865
A,154066,2213666884,0,98,2467
A,154067,2213666970,1,98,2000
B,145109,2213669020,0,184,2481
B,145110,2213669194,1,181,1928
A,154068,2213676008,0,97,2443
A,154069,2213676091,1,99,2018
B,145111,2213678263,0,184,2526
B,145112,2213678435,1,185,1910
A,154070,2213685134,0,92,2328
A,154071,2213685214,1,97,2014
B,145113,2213687506,0,186,2494
B,145114,2213687681,1,184,1903
A,154072,2213694249,0,95,2454
A,154073,2213694334,1,93,1998
B,145115,2213696751,0,186,2510
B,145116,2213696925,1,187,1912
A,154074,2213703365,0,94,2456
A,154075,2213703447,1,94,2014
B,145117,2213705996,0,187,2465
B,145118,2213706175,1,184,1894
A,154076,2213712477,0,92,2456
A,154077,2213712558,1,93,2014
B,145119,2213715241,0,189,2425
B,145120,2213715421,1,186,1903
A,154078,2213721586,0,92,2537
A,154079,2213721663,1,95,2016
B,145121,2213724541,0,191,2504
B,145122,2213724722,1,188,1910
A,154080,2213730694,0,90,2438
A,154081,2213730770,1,94,2025
B,145123,2213733845,0,192,2499
B,145124,2213734029,1,188,1894
A,154082,2213739853,0,90,2470
A,154083,2213739930,1,90,2068
B,145125,2213743100,0,193,2492
B,145126,2213743282,1,191,1906
A,154084,2213748957,0,88,2508
A,154085,2213749032,1,89,2000
B,145127,2213752356,0,194,2488
B,145128,2213752541,1,190,1892
A,154086,2213758057,0,87,2476
A,154087,2213758131,1,88,2014
B,145129,2213761614,0,195,2449
B,145130,2213761801,1,191,1899
A,154088,2213767156,0,86,2472
A,154089,2213767229,1,87,2009
B,145131,2213770876,0,196,2474
B,145132,2213771063,1,192,1894
A,154090,2213776254,0,85,2501
A,154091,2213776326,1,86,1967
B,145133,2213780139,0,197,2476
B,145134,2213780323,1,197,1924
A,154092,2213785350,0,84,2413
A,154093,2213785423,1,83,1991
B,145135,2213789405,0,199,2497
B,145136,2213789594,1,197,1917
A,154094,2213794445,0,83,2461
A,154095,2213794516,1,83,1971
B,145137,2213798728,0,200,2492
B,145138,2213798920,1,196,1897
A,154096,2213803538,0,81,2463
A,154097,2213803606,1,84,2003
B,145139,2213808002,0,200,2531
B,145140,2213808192,1,199,1917
A,154098,2213812629,0,80,2332
A,154099,2213812697,1,82,2052
B,145141,2213817276,0,202,2434
B,145142,2213817468,1,199,1910
A,154100,2213821769,0,78,2472
A,154101,2213821836,1,79,2012
B,145143,2213826552,0,203,2485
B,145144,2213826746,1,199,1903
A,154102,2213830853,0,78,2289
A,154103,2213830917,1,80,1991
B,145145,2213835830,0,204,2553
B,145146,2213836025,1,200,1890
A,154104,2213839935,0,77,2472
A,154105,2213839998,1,79,2003
B,145147,2213845110,0,204,2510
B,145148,2213845304,1,203,1906
A,154106,2213849015,0,76,2504
A,154107,2213849079,1,76,1991
B,145149,2213854392,0,205,2485
B,145150,2213854589,1,203,1897
A,154108,2213858094,0,74,2472
A,154109,2213858154,1,77,2000
B,145151,2213863729,0,208,2492
B,145152,2213863927,1,205,1908
A,154110,2213867170,0,73,2445
A,154111,2213867231,1,75,2003
B,145153,2213873017,0,209,2485
B,145154,2213873216,1,206,1910
A,154112,2213876245,0,73,2402
A,154113,2213876304,1,75,1917
B,145155,2213882307,0,210,2404
B,145156,2213882507,1,207,1912
