"Stage","SeqNr","Timestamp [µs]","Phase","Width [µs]","Vprim [mV]"
A,3952,129995920,1,214,2167
B,3951,130024639,0,76,2524
B,3952,130024706,1,73,1863
A,3953,130063616,0,207,2522
A,3954,130063808,1,210,2170
B,3953,130089918,0,84,2524
B,3954,130089991,1,83,1881
A,3955,130132286,0,199,2526
A,3956,130132474,1,198,2156
B,3955,130155220,0,92,2546
B,3956,130155301,1,90,1870
A,3957,130200950,0,190,2420
A,3958,130201129,1,189,2152
B,3957,130220150,0,99,2549
B,3958,130220239,1,98,1906
A,3959,130269196,0,181,2513
A,3960,130269366,1,182,2138
B,3959,130285088,0,108,2540
B,3960,130285185,1,107,1901
A,3961,130337414,0,174,2551
A,3962,130337576,1,174,2143
B,3961,130350029,0,116,2497
B,3962,130350135,1,114,1978
A,3963,130405225,0,165,2427
A,3964,130405376,1,167,2138
B,3963,130414988,0,124,2517
B,3964,130415101,1,123,1915
A,3965,130473001,0,157,2544
A,3966,130473146,1,157,2134
B,3965,130479557,0,132,2425
B,3966,130479678,1,130,1926
A,3967,130540773,0,149,2519
A,3968,130540910,1,149,2122
B,3967,130544154,0,140,2549
B,3968,130544286,1,136,1865
A,3969,130608142,0,140,2515
A,3970,130608268,1,142,2115
B,3969,130608770,0,148,2546
B,3970,130608908,1,145,1935
B,3971,130673010,0,154,2384
B,3972,130673154,1,153,1937
A,3971,130675101,0,132,2431
A,3972,130675218,1,135,2118
B,3973,130736876,0,163,2535
B,3974,130737029,1,161,1951
A,3973,130742047,0,124,2542
A,3974,130742159,1,124,2082
B,3975,130800758,0,170,2558
B,3976,130800919,1,168,1937
A,3975,130808977,0,115,2397
A,3976,130809081,1,116,2095
B,3977,130864651,0,179,2553
B,3978,130864818,1,178,1969
A,3977,130875888,0,108,2515
A,3978,130875983,1,109,2088
B,3979,130928569,0,187,2551
B,3980,130928746,1,185,1964
A,3979,130942400,0,99,2348
A,3980,130942487,1,101,2079
B,3981,130992498,0,194,2551
B,3982,130992681,1,192,1960
A,3981,131008887,0,92,2515
A,3982,131008964,1,95,2068
B,3983,131055663,0,202,2411
B,3984,131055855,1,199,1951
A,3983,131075360,0,83,2443
A,3984,131075429,1,86,2055
B,3985,131118834,0,210,2535
B,3986,131119034,1,207,1958
A,3985,131141032,0,74,2555
A,3986,131141092,1,78,2052
B,3987,131183585,0,212,2411
B,3988,131183787,1,210,1942
A,3987,131206690,0,73,2411
A,3988,131206750,1,76,2018
B,3989,131252260,0,203,2553
B,3990,131252454,1,201,1962
A,3989,131272357,0,74,2506
A,3990,131272421,1,72,2028
B,3991,131320911,0,195,2549
B,3992,131321098,1,191,1942
A,3991,131338018,0,73,2598
A,3992,131338077,1,76,2043
B,3993,131389155,0,187,2544
B,3994,131389331,1,185,1960
A,3993,131403676,0,73,2510
A,3994,131403737,1,74,2046
B,3995,131457391,0,179,2429
B,3996,131457559,1,177,1955
A,3995,131469349,0,73,2551
A,3996,131469413,1,71,2025
B,3997,131525618,0,171,2504
B,3998,131525780,1,167,1960
A,3997,131535024,0,74,2601
A,3998,131535085,1,75,2023
B,3999,131593426,0,162,2558
B,4000,131593577,1,160,1935
A,3999,131600687,0,73,2476
A,4000,131600749,1,74,2037
B,4001,131660821,0,154,2551
B,4002,131660964,1,153,1942
A,4001,131666346,0,73,2425
A,4002,131666407,1,74,2037
B,4003,131728202,0,145,2551
B,4004,131728337,1,144,1921
A,4003,131732007,0,73,2501
A,4004,131732068,1,75,2021
B,4005,131795572,0,138,2555
B,4006,131795699,1,136,1926
A,4005,131797674,0,73,2558
A,4006,131797735,1,74,2046
B,4007,131862923,0,128,2614
B,4008,131863042,1,126,1912
A,4007,131863455,0,74,2517
A,4008,131863517,1,74,2039
A,4009,131929107,0,73,2544
A,4010,131929168,1,74,2034
B,4009,131929853,0,121,2542
B,4010,131929963,1,120,1908
A,4011,131994765,0,73,2499
A,4012,131994824,1,76,2052
B,4011,131996776,0,113,2488
B,4012,131996878,1,111,1879
A,4013,132060424,0,73,2413
A,4014,132060483,1,77,2046
B,4013,132063291,0,105,2549
B,4014,132063385,1,104,1856
A,4015,132126074,0,74,2461
A,4016,132126135,1,75,2043
B,4015,132129784,0,97,2551
B,4016,132129868,1,97,1892
A,4017,132191729,0,74,2504
A,4018,132191793,1,72,2032
B,4017,132196262,0,88,2366
B,4018,132196339,1,88,1883
A,4019,132257373,0,72,2411
A,4020,132257433,1,75,2059
B,4019,132262715,0,81,2508
B,4020,132262784,1,80,1876
A,4021,132323021,0,75,2601
A,4022,132323085,1,74,2057
B,4021,132328377,0,74,2494
B,4022,132328441,1,73,1852
A,4023,132388285,0,82,2501
A,4024,132388352,1,86,2064
B,4023,132394027,0,74,2546
B,4024,132394090,1,74,1861
A,4025,132453556,0,91,2492
A,4026,132453633,1,93,2070
B,4025,132459671,0,74,2488
B,4026,132459734,1,74,1847
A,4027,132518450,0,99,2551
A,4028,132518535,1,101,2088
B,4027,132525313,0,74,2413
B,4028,132525374,1,75,1861
A,4029,132583376,0,107,2506
A,4030,132583470,1,108,2097
B,4029,132590972,0,74,2537
B,4030,132591036,1,73,1843
A,4031,132648321,0,115,2522
A,4032,132648422,1,117,2104
B,4031,132656631,0,74,2562
B,4032,132656693,1,75,1863
A,4033,132712891,0,123,2603
A,4034,132713004,1,121,2086
B,4033,132722290,0,74,2540
B,4034,132722355,1,72,1845
A,4035,132777471,0,131,2501
A,4036,132777589,1,132,2115
B,4035,132787944,0,74,2488
B,4036,132788008,1,73,1865
A,4037,132842071,0,139,2533
A,4038,132842200,1,137,2106
B,4037,132853602,0,74,2393
B,4038,132853667,1,72,1829
A,4039,132906695,0,147,2607
A,4040,132906831,1,146,2097
B,4039,132919267,0,75,2528
B,4040,132919331,1,74,1861
A,4041,132970940,0,154,2632
A,4042,132971082,1,154,2147
B,4041,132984928,0,74,2504
B,4042,132984993,1,71,1856
A,4043,133034817,0,162,2551
A,4044,133034967,1,163,2149
B,4043,133050600,0,74,2542
B,4044,133050663,1,74,1858
A,4045,133098702,0,170,2524
A,4046,133098860,1,170,2134
B,4045,133116259,0,74,2551
B,4046,133116321,1,75,1876
A,4047,133162585,0,178,2526
A,4048,133162750,1,179,2199
B,4047,133181897,0,74,2515
B,4048,133181960,1,74,1870
A,4049,133226490,0,185,2515
A,4050,133226664,1,185,2152
B,4049,133247549,0,74,2546
B,4050,133247610,1,76,1870
A,4051,133290020,0,193,2573
A,4052,133290200,1,194,2167
B,4051,133313198,0,74,2657
B,4052,133313261,1,74,1973
A,4053,133353181,0,201,2526
A,4054,133353371,1,200,2172
B,4053,133378858,0,74,2481
B,4054,133378921,1,74,1865
A,4055,133416365,0,208,2379
A,4056,133416562,1,208,2161
B,4055,133444522,0,75,2438
B,4056,133444586,1,73,1764
A,4057,133481123,0,211,2515
A,4058,133481325,1,208,2152
B,4057,133510179,0,82,2379
B,4058,133510248,1,82,1883
A,4059,133549786,0,203,2456
A,4060,133549976,1,204,2201
B,4059,133575459,0,90,2262
B,4060,133575538,1,89,1705
A,4061,133618435,0,196,2560
A,4062,133618619,1,195,2152
B,4061,133640755,0,98,2540
B,4062,133640842,1,97,1903
A,4063,133686678,0,186,2476
A,4064,133686852,1,186,2147
B,4063,133705679,0,106,2452
B,4064,133705776,1,102,1791
A,4065,133754911,0,177,2564
A,4066,133755077,1,177,2118
B,4065,133770625,0,114,2533
B,4066,133770727,1,114,1917
A,4067,133823120,0,170,2470
A,4068,133823275,1,173,2145
B,4067,133835580,0,122,2416
B,4068,133835693,1,119,1915
A,4069,133890917,0,161,2522
A,4070,133891066,1,161,2129
B,4069,133900152,0,130,2388
B,4070,133900273,1,126,1906
A,4071,133958297,0,153,2506
A,4072,133958437,1,154,2125
B,4071,133964737,0,138,2499
B,4072,133964866,1,134,1919
A,4073,134025675,0,145,2524
A,4074,134025806,1,147,2115
B,4073,134029350,0,146,2555
B,4074,134029483,1,146,1942
A,4075,134093041,0,137,2526
A,4076,134093166,1,137,2113
B,4075,134093597,0,149,2544
B,4076,134093736,1,151,1951
B,4077,134157848,0,161,2553
B,4078,134157999,1,159,1953
A,4077,134160391,0,127,2458
A,4078,134160506,1,128,2102
B,4079,134221732,0,169,2553
B,4080,134221890,1,167,1987
A,4079,134227335,0,120,2519
A,4080,134227443,1,120,2097
B,4081,134285626,0,177,2549
B,4082,134285792,1,175,1942
A,4081,134294256,0,112,2578
A,4082,134294356,1,112,2113
B,4083,134349533,0,185,2535
B,4084,134349707,1,184,1969
A,4083,134360770,0,105,2567
A,4084,134360862,1,104,2109
B,4085,134413468,0,193,2515
B,4086,134413651,1,190,1958
A,4085,134427275,0,96,2573
A,4086,134427358,1,97,2097
B,4087,134477021,0,201,2553
B,4088,134477211,1,198,1962
A,4087,134493766,0,88,2463
A,4088,134493844,1,86,2034
B,4089,134540203,0,208,2531
B,4090,134540401,1,205,1973
A,4089,134559848,0,80,2510
A,4090,134559915,1,81,2050
B,4091,134603393,0,213,2551
B,4092,134603594,1,214,1978
A,4091,134625903,0,75,2549
A,4092,134625964,1,78,2048
B,4093,134672057,0,206,2479
B,4094,134672254,1,202,1960
A,4093,134691560,0,76,2517
A,4094,134691624,1,76,2048
B,4095,134740704,0,197,2555
B,4096,134740892,1,195,1962
A,4095,134757214,0,75,2531
A,4096,134757277,1,76,2048
B,4097,134808950,0,189,2499
B,4098,134809128,1,187,1955
A,4097,134822878,0,76,2558
A,4098,134822941,1,77,2052
B,4099,134877179,0,181,2580
B,4100,134877348,1,180,1953
A,4099,134888541,0,76,2513
A,4100,134888605,1,76,2052
B,4101,134945393,0,173,2501
B,4102,134945556,1,171,1937
A,4101,134954203,0,76,2510
A,4102,134954267,1,76,2059
B,4103,135013591,0,164,2526
B,4104,135013746,1,160,1933
A,4103,135019866,0,76,2544
A,4104,135019931,1,75,2048
B,4105,135081384,0,156,2549
B,4106,135081529,1,154,1935
A,4105,135085532,0,76,2544
A,4106,135085595,1,77,2050
B,4107,135148758,0,148,2555
B,4108,135148896,1,145,1919
A,4107,135151187,0,75,2587
A,4108,135151250,1,77,2046
B,4109,135216113,0,139,2567
B,4110,135216239,1,140,1942
A,4109,135216841,0,73,2404
A,4110,135216902,1,76,2037
A,4111,135282488,0,75,2452
A,4112,135282551,1,76,2050
B,4111,135283057,0,131,2553
B,4112,135283179,1,128,1912
A,4113,135348141,0,75,2481
A,4114,135348202,1,78,2043
B,4113,135349989,0,123,2553
B,4114,135350101,1,121,1917
A,4115,135413793,0,75,2420
A,4116,135413856,1,76,2050
B,4115,135416905,0,115,2551
B,4116,135417008,1,115,1912
A,4117,135479446,0,76,2440
A,4118,135479512,1,74,2023
B,4117,135483416,0,106,2555
B,4118,135483513,1,104,1897
A,4119,135545105,0,76,2474
A,4120,135545169,1,76,2043
B,4119,135549916,0,99,2319
B,4120,135550001,1,100,1901
A,4121,135610763,0,75,2564
A,4122,135610826,1,77,2046
B,4121,135616398,0,91,2492
B,4122,135616478,1,89,1876
A,4123,135676412,0,75,2485
A,4124,135676475,1,76,2046
B,4123,135682855,0,82,2474
B,4124,135682925,1,83,1867
A,4125,135742064,0,77,2454
A,4126,135742128,1,78,2048
B,4125,135748520,0,77,2535
B,4126,135748586,1,75,1847
A,4127,135807335,0,84,2443
A,4128,135807405,1,87,2095
B,4127,135814178,0,76,2542
B,4128,135814245,1,74,1852
A,4129,135872613,0,93,2346
A,4130,135872692,1,95,2077
B,4129,135879830,0,77,2535
B,4130,135879897,1,75,1854
A,4131,135937529,0,101,2553
A,4132,135937619,1,100,2082
B,4131,135945492,0,77,2542
B,4132,135945558,1,75,1856
A,4133,136002452,0,109,2504
A,4134,136002548,1,110,2088
B,4133,136011145,0,77,2544
B,4134,136011209,1,78,1888
A,4135,136067396,0,116,2504
A,4136,136067499,1,119,2136
B,4135,136076806,0,76,2513
B,4136,136076873,1,74,1858
A,4137,136132361,0,125,2540
A,4138,136132473,1,126,2109
B,4137,136142469,0,76,2463
B,4138,136142534,1,76,1858
A,4139,136196947,0,133,2370
A,4140,136197068,1,133,2120
B,4139,136208131,0,76,2551
B,4140,136208197,1,75,1861
A,4141,136261550,0,141,2517
A,4142,136261676,1,144,2118
B,4141,136273788,0,77,2549
B,4142,136273854,1,76,1865
A,4143,136326161,0,148,2553
A,4144,136326298,1,148,2127
B,4143,136339443,0,76,2519
B,4144,136339510,1,74,1824
A,4145,136390404,0,156,2452
A,4146,136390550,1,154,2109
B,4145,136405100,0,77,2555
B,4146,136405166,1,75,1865
A,4147,136454271,0,164,2542
A,4148,136454423,1,165,2143
B,4147,136470763,0,76,2443
B,4148,136470827,1,77,1879
A,4149,136518162,0,172,2564
A,4150,136518319,1,175,2149
B,4149,136536429,0,77,2546
B,4150,136536497,1,74,1885
A,4151,136582064,0,180,2531
A,4152,136582234,1,178,2127
B,4151,136602092,0,76,2540
B,4152,136602157,1,76,1867
A,4153,136645982,0,188,2522
A,4154,136646157,1,189,2163
B,4153,136667754,0,76,2485
B,4154,136667821,1,74,1854
A,4155,136709528,0,196,2537
A,4156,136709713,1,194,2149
B,4155,136733418,0,77,2483
B,4156,136733485,1,74,1854
A,4157,136772700,0,203,2535
A,4158,136772890,1,204,2163
B,4157,136799087,0,77,2549
B,4158,136799151,1,78,1879
A,4159,136835888,0,211,2641
A,4160,136836086,1,212,2172
B,4159,136864751,0,78,2535
B,4160,136864820,1,74,1845
A,4161,136902206,0,209,2375
A,4162,136902401,1,211,2172
B,4161,136930021,0,86,2542
B,4162,136930096,1,85,1874
A,4163,136970867,0,201,2546
A,4164,136971056,1,201,2158
B,4163,136995309,0,94,2533
B,4164,136995390,1,94,1897
A,4165,137039504,0,193,2524
A,4166,137039685,1,191,2149
B,4165,137060213,0,102,2555
B,4166,137060305,1,100,1894
A,4167,137107734,0,184,2573
A,4168,137107906,1,184,2183
B,4167,137125141,0,109,2551
B,4168,137125239,1,109,1906
A,4169,137175958,0,175,2364
A,4170,137176120,1,177,2149
B,4169,137190091,0,117,2445
B,4170,137190196,1,118,1921
A,4171,137244167,0,167,2528
A,4172,137244322,1,167,2131
B,4171,137254667,0,126,2553
B,4172,137254780,1,126,1924
A,4173,137311961,0,159,2596
A,4174,137312107,1,160,2129
B,4173,137319251,0,134,2569
B,4174,137319375,1,132,1926
A,4175,137379348,0,151,2416
A,4176,137379484,1,154,2138
B,4175,137383853,0,142,2542
B,4176,137383986,1,138,1915
A,4177,137446714,0,143,2610
A,4178,137446847,1,141,2104
B,4177,137448466,0,149,2490
B,4178,137448604,1,148,1996
B,4179,137512711,0,157,2488
B,4180,137512857,1,156,1946
A,4179,137514072,0,134,2596
A,4180,137514196,1,132,2104
B,4181,137576580,0,164,2506
B,4182,137576732,1,165,1962
A,4181,137581021,0,126,2485
A,4182,137581135,1,126,2097
B,4183,137640473,0,173,2546
B,4184,137640634,1,172,1958
A,4183,137647963,0,118,2519
A,4184,137648069,1,118,2100
B,4185,137704373,0,181,2537
B,4186,137704543,1,180,1960
A,4185,137714488,0,110,2567
A,4186,137714585,1,111,2118
B,4187,137768295,0,189,2549
B,4188,137768473,1,188,1969
A,4187,137781007,0,102,2553
A,4188,137781099,1,100,2057
B,4189,137831852,0,196,2544
B,4190,137832036,1,195,1892
A,4189,137847512,0,95,2562
A,4190,137847594,1,94,2061
B,4191,137895021,0,204,2504
B,4192,137895216,1,200,1946
A,4191,137913991,0,86,2531
A,4192,137914065,1,86,2050
B,4193,137958199,0,212,2551
B,4194,137958401,1,210,1971
A,4193,137980059,0,77,2515
A,4194,137980124,1,78,2048
B,4195,138024518,0,210,2456
B,4196,138024719,1,207,1962
A,4195,138045719,0,77,2546
A,4196,138045785,1,78,2061
B,4197,138093167,0,202,2549
B,4198,138093359,1,199,1960
A,4197,138111374,0,78,2515
A,4198,138111442,1,76,2037
B,4199,138161801,0,192,2542
B,4200,138161983,1,191,1955
A,4199,138177030,0,78,2533
A,4200,138177095,1,79,2161
B,4201,138230033,0,185,2551
B,4202,138230208,1,182,1958
A,4201,138242692,0,77,2494
A,4202,138242755,1,80,2043
B,4203,138298247,0,177,2546
B,4204,138298412,1,176,1951
A,4203,138308349,0,78,2485
A,4204,138308414,1,79,2061
B,4205,138366446,0,168,2452
B,4206,138366605,1,164,1818
A,4205,138374010,0,77,2386
A,4206,138374075,1,78,2046
B,4207,138434241,0,160,2537
B,4208,138434392,1,156,1928
A,4207,138439673,0,78,2612
A,4208,138439740,1,77,2048
B,4209,138501624,0,152,2542
B,4210,138501765,1,150,1969
A,4209,138505333,0,78,2470
A,4210,138505399,1,78,2018
B,4211,138568989,0,144,2542
B,4212,138569124,1,141,1919
A,4211,138570990,0,78,2544
A,4212,138571056,1,78,2057
B,4213,138636341,0,135,2546
B,4214,138636465,1,133,1924
A,4213,138636845,0,74,2485
A,4214,138636907,1,79,2048
A,4215,138702505,0,77,2555
A,4216,138702567,1,82,2052
B,4215,138703287,0,127,2551
B,4216,138703401,1,128,1928
A,4217,138768162,0,77,2504
A,4218,138768227,1,78,2055
B,4217,138770211,0,119,2485
B,4218,138770319,1,117,1915
A,4219,138833834,0,78,2562
A,4220,138833900,1,78,2057
B,4219,138836746,0,111,2461
B,4220,138836845,1,110,1906
A,4221,138899497,0,77,2531
A,4222,138899563,1,78,2041
B,4221,138903253,0,103,2528
B,4222,138903345,1,101,1899
A,4223,138965154,0,78,2555
A,4224,138965222,1,76,2030
B,4223,138969738,0,95,2546
B,4224,138969824,1,92,1883
A,4225,139030819,0,78,2510
A,4226,139030883,1,80,2061
B,4225,139036218,0,87,2555
B,4226,139036292,1,88,1890
A,4227,139096493,0,78,2465
A,4228,139096557,1,80,2066
B,4227,139102299,0,79,2553
B,4228,139102364,1,80,1872
A,4229,139162166,0,85,2476
A,4230,139162241,1,83,2050
B,4229,139167971,0,79,2558
B,4230,139168037,1,79,1879
A,4231,139227468,0,93,2531
A,4232,139227549,1,93,2077
B,4231,139233651,0,79,2535
B,4232,139233719,1,78,1865
A,4233,139292395,0,101,2546
A,4234,139292486,1,99,2073
B,4233,139299329,0,79,2551
B,4234,139299395,1,79,1885
A,4235,139357338,0,109,2470
A,4236,139357435,1,109,2111
B,4235,139365009,0,78,2551
B,4236,139365075,1,79,1881
A,4237,139422295,0,117,2513
A,4238,139422398,1,119,2104
B,4237,139430682,0,78,2549
B,4238,139430749,1,78,1906
A,4239,139486867,0,125,2515
A,4240,139486977,1,128,2106
B,4239,139496348,0,78,2501
B,4240,139496415,1,78,1865
A,4241,139551457,0,133,2526
A,4242,139551578,1,133,2106
B,4241,139562016,0,79,2555
B,4242,139562084,1,77,1865
A,4243,139616071,0,141,2368
A,4244,139616199,1,142,2138
B,4243,139627694,0,78,2542
B,4244,139627763,1,76,1858
A,4245,139680701,0,148,2535
A,4246,139680835,1,150,2134
B,4245,139693368,0,79,2537
B,4246,139693438,1,76,1861
A,4247,139744953,0,156,2501
A,4248,139745095,1,158,2131
B,4247,139759042,0,78,2542
B,4248,139759108,1,79,1867
A,4249,139808825,0,164,2551
A,4250,139808977,1,164,2138
B,4249,139824707,0,79,2515
B,4250,139824773,1,79,1931
A,4251,139872706,0,173,2632
A,4252,139872866,1,173,2131
B,4251,139890375,0,79,2488
B,4252,139890442,1,79,1865
A,4253,139936624,0,180,2375
A,4254,139936791,1,181,2147
B,4253,139956055,0,79,2490
B,4254,139956121,1,79,1865
A,4255,140000551,0,188,2531
A,4256,140000725,1,190,2158
B,4255,140021730,0,79,2465
B,4256,140021799,1,77,1852
A,4257,140064498,0,195,2497
A,4258,140064682,1,194,2156
B,4257,140087409,0,78,2504
B,4258,140087477,1,77,1858
A,4259,140127673,0,203,2535
A,4260,140127863,1,204,2179
B,4259,140153082,0,78,2544
B,4260,140153149,1,78,1863
A,4261,140190856,0,211,2519
A,4262,140191058,1,208,2154
B,4261,140218748,0,80,2594
B,4262,140218818,1,78,1885
A,4263,140257176,0,209,2542
A,4264,140257373,1,209,2167
B,4263,140284023,0,88,2546
B,4264,140284100,1,86,1883
A,4265,140325835,0,201,2544
A,4266,140326023,1,202,2154
B,4265,140349316,0,96,2553
B,4266,140349400,1,96,1897
A,4267,140394486,0,191,2515
A,4268,140394665,1,192,2147
B,4267,140414237,0,104,2569
B,4268,140414331,1,101,1899
A,4269,140462725,0,185,2483
A,4270,140462898,1,183,2143
B,4269,140479176,0,112,2456
B,4270,140479278,1,110,1874
A,4271,140530946,0,176,2544
A,4272,140531109,1,177,2147
B,4271,140544126,0,119,2564
B,4272,140544233,1,120,1928
A,4273,140599151,0,167,2513
A,4274,140599307,1,167,2131
B,4273,140608702,0,128,2501
B,4274,140608820,1,126,1915
A,4275,140666955,0,158,2515
A,4276,140667102,1,159,2134
B,4275,140673303,0,136,2551
B,4276,140673426,1,136,1928
A,4277,140734356,0,151,2517
A,4278,140734495,1,151,2122
B,4277,140737923,0,144,2388
B,4278,140738056,1,142,1933
A,4279,140801741,0,143,2476
A,4280,140801869,1,146,2113
B,4279,140802558,0,151,2553
B,4280,140802700,1,147,1924
B,4281,140866426,0,159,2558
B,4282,140866574,1,158,1949
A,4281,140869110,0,135,2454
A,4282,140869233,1,133,2104
B,4283,140930327,0,167,2551
B,4284,140930483,1,165,1946
A,4283,140936087,0,127,2596
A,4284,140936202,1,126,2111
B,4285,140994241,0,175,2555
B,4286,140994403,1,176,1964
A,4285,141003049,0,117,2533
A,4286,141003154,1,118,2102
B,4287,141058176,0,183,2562
B,4288,141058349,1,180,1955
A,4287,141069606,0,110,2519
A,4288,141069703,1,111,2095
B,4289,141122131,0,190,2553
B,4290,141122309,1,190,1971
A,4289,141136150,0,101,2510
A,4290,141136238,1,103,2086
B,4291,141185696,0,198,2506
B,4292,141185884,1,196,1967
A,4291,141202666,0,93,2519
A,4292,141202746,1,95,2079
B,4293,141248887,0,206,2549
B,4294,141249083,1,204,1969
A,4293,141269167,0,86,2553
A,4294,141269239,1,88,2066
B,4295,141312102,0,214,2470
B,4296,141312304,1,214,2007
A,4295,141335271,0,80,2470
A,4296,141335339,1,80,2055
B,4297,141380012,0,208,2524
B,4298,141380209,1,206,1976
A,4297,141400955,0,79,2443
A,4298,141401022,1,80,2055
B,4299,141448685,0,200,2564
B,4300,141448874,1,199,1962
A,4299,141466643,0,80,2524
A,4300,141466711,1,80,2093
B,4301,141517358,0,191,2535
B,4302,141517539,1,189,1958
A,4301,141532343,0,80,2531
A,4302,141532410,1,81,2050
B,4303,141585605,0,183,2546
B,4304,141585779,1,179,1944
A,4303,141598023,0,79,2447
A,4304,141598089,1,81,2048
B,4305,141653823,0,174,2560
B,4306,141653987,1,173,1951
A,4305,141663694,0,80,2526
A,4306,141663762,1,80,2048
B,4307,141722034,0,166,2553
B,4308,141722191,1,162,1935
A,4307,141729372,0,80,2533
A,4308,141729439,1,81,2050
B,4309,141789436,0,158,2546
B,4310,141789582,1,157,1953
A,4309,141795043,0,80,2513
A,4310,141795111,1,80,2050
B,4311,141856823,0,150,2465
B,4312,141856962,1,148,1933
A,4311,141860714,0,79,2508
A,4312,141860781,1,80,2055
B,4313,141924189,0,142,2447
B,4314,141924321,1,140,1919
A,4313,141926380,0,79,2506
A,4314,141926446,1,82,2064
B,4315,141991546,0,133,2465
B,4316,141991667,1,133,1928
A,4315,141992054,0,79,2510
A,4316,141992123,1,79,2039
A,4317,142057729,0,79,2526
A,4318,142057793,1,83,2059
B,4317,142058496,0,125,2564
B,4318,142058612,1,122,1906
A,4319,142123397,0,79,2402
A,4320,142123465,1,79,2048
B,4319,142125425,0,116,2445
B,4320,142125532,1,114,1899
A,4321,142189063,0,80,2598
A,4322,142189131,1,80,2059
B,4321,142191945,0,109,2555
B,4322,142192043,1,107,1906
A,4323,142254738,0,79,2537
A,4324,142254807,1,79,2039
B,4323,142258456,0,101,2553
B,4324,142258545,1,100,1874
A,4325,142320408,0,79,2531
A,4326,142320476,1,79,2066
B,4325,142324947,0,93,2499
B,4326,142325031,1,90,1881
A,4327,142386073,0,79,2535
A,4328,142386137,1,83,2057
B,4327,142391416,0,85,2546
B,4328,142391490,1,83,1876
A,4329,142451735,0,83,2429
A,4330,142451808,1,81,2050
B,4329,142457477,0,80,2549
B,4330,142457546,1,80,1876
A,4331,142517014,0,90,2479
A,4332,142517092,1,92,2079
B,4331,142523142,0,80,2470
