"Stage","SeqNr","Timestamp [µs]","Phase","Width [µs]","Vprim [mV]"
A,3516,115656943,1,206,2149
B,3515,115684798,0,63,2544
B,3516,115684852,1,62,1820
A,3517,115721512,0,211,2573
A,3518,115721709,1,213,2170
B,3517,115750451,0,76,2549
B,3518,115750515,1,67,1885
A,3519,115790196,0,203,2524
A,3520,115790388,1,201,2131
B,3519,115815729,0,80,2544
B,3520,115815798,1,79,1876
A,3521,115858853,0,195,2560
A,3522,115859034,1,196,2158
B,3521,115881014,0,87,2535
B,3522,115881090,1,87,1883
A,3523,115927103,0,186,2379
A,3524,115927279,1,184,2122
B,3523,115946314,0,96,2524
B,3524,115946397,1,96,1906
A,3525,115995336,0,178,2485
A,3526,115995502,1,178,2149
B,3525,116011246,0,104,2546
B,3526,116011341,1,100,1885
A,3527,116063573,0,170,2492
A,3528,116063731,1,170,2127
B,3527,116076207,0,111,2513
B,3528,116076307,1,111,1910
A,3529,116131404,0,161,2483
A,3530,116131552,1,162,2125
B,3529,116141186,0,120,2558
B,3530,116141293,1,120,1919
A,3531,116198823,0,153,2470
A,3532,116198964,1,153,2122
B,3531,116205785,0,128,2553
B,3532,116205902,1,126,1924
A,3533,116266220,0,145,2513
A,3534,116266351,1,147,2122
B,3533,116270397,0,136,2553
B,3534,116270522,1,134,1921
A,3535,116333599,0,136,2472
A,3536,116333723,1,137,2118
B,3535,116335021,0,144,2564
B,3536,116335153,1,144,1958
B,3537,116399671,0,151,2558
B,3538,116399811,1,150,1937
A,3537,116400971,0,127,2391
A,3538,116401085,1,129,2106
B,3539,116463936,0,158,2443
B,3540,116464081,1,160,1942
A,3539,116467924,0,120,2472
A,3540,116468034,1,118,2079
B,3541,116527813,0,167,2555
B,3542,116527971,1,163,1937
A,3541,116534850,0,112,2524
A,3542,116534950,1,112,2082
B,3543,116591705,0,175,2558
B,3544,116591869,1,173,1946
A,3543,116601367,0,104,2519
A,3544,116601459,1,104,2086
B,3545,116655616,0,183,2555
B,3546,116655788,1,182,1962
A,3545,116667875,0,96,2517
A,3546,116667958,1,97,2055
B,3547,116719552,0,190,2515
B,3548,116719734,1,187,1953
A,3547,116734370,0,88,2546
A,3548,116734444,1,90,2059
B,3549,116783106,0,198,2553
B,3550,116783293,1,196,1962
A,3549,116800845,0,79,2524
A,3550,116800911,1,81,2050
B,3551,116846285,0,206,2555
B,3552,116846482,1,203,1955
A,3551,116866914,0,71,2420
A,3552,116866972,1,72,2030
B,3553,116909477,0,214,2546
B,3554,116909682,1,211,1946
A,3553,116932571,0,64,2443
A,3554,116932623,1,67,2032
B,3555,116977373,0,208,2386
B,3556,116977571,1,205,1976
A,3555,116998216,0,65,2350
A,3556,116998271,1,65,2000
B,3557,117046038,0,200,2510
B,3558,117046226,1,200,1980
A,3557,117063871,0,65,2544
A,3558,117063924,1,67,2025
B,3559,117114699,0,191,2555
B,3560,117114880,1,189,1951
A,3559,117129530,0,65,2510
A,3560,117129582,1,67,2023
B,3561,117182940,0,183,2564
B,3562,117183114,1,180,1942
A,3561,117195178,0,65,2519
A,3562,117195230,1,68,1969
B,3563,117251161,0,175,2544
B,3564,117251327,1,171,1908
A,3563,117260823,0,66,2542
A,3564,117260879,1,64,2000
B,3565,117319366,0,166,2452
B,3566,117319524,1,162,1924
A,3565,117326472,0,65,2357
A,3566,117326524,1,67,2021
B,3567,117387175,0,158,2501
B,3568,117387323,1,156,1937
A,3567,117392130,0,65,2537
A,3568,117392182,1,67,2009
B,3569,117454973,0,143,2549
B,3570,117455104,1,150,1951
A,3569,117457786,0,65,2506
A,3570,117457840,1,65,2043
B,3571,117522345,0,141,2456
B,3572,117522475,1,140,1928
A,3571,117523436,0,65,2463
A,3572,117523489,1,67,2023
A,3573,117589080,0,65,2549
A,3574,117589134,1,66,2023
B,3573,117589544,0,133,2542
B,3574,117589666,1,132,1924
A,3575,117654734,0,65,2528
A,3576,117654786,1,68,2009
B,3575,117656501,0,125,2558
B,3576,117656616,1,123,1910
A,3577,117720387,0,65,2564
A,3578,117720438,1,69,2023
B,3577,117723442,0,118,2436
B,3578,117723548,1,116,1935
A,3579,117786028,0,65,2513
A,3580,117786081,1,66,2018
B,3579,117790355,0,109,2506
B,3580,117790454,1,106,1894
A,3581,117851671,0,66,2246
A,3582,117851724,1,67,2005
B,3581,117856864,0,101,2531
B,3582,117856952,1,101,1906
A,3583,117917318,0,64,2470
A,3584,117917370,1,67,2034
B,3583,117923360,0,92,2391
B,3584,117923440,1,93,1872
A,3585,117982963,0,65,2472
A,3586,117983016,1,67,2032
B,3585,117989837,0,83,2549
B,3586,117989909,1,83,1872
A,3587,118048616,0,65,2531
A,3588,118048666,1,69,2018
B,3587,118055915,0,75,2549
B,3588,118055977,1,77,1865
A,3589,118114260,0,65,2573
A,3590,118114312,1,68,2028
B,3589,118121575,0,68,2440
B,3590,118121633,1,65,1824
A,3591,118179902,0,70,2379
A,3592,118179959,1,72,2043
B,3591,118187220,0,66,2537
B,3592,118187274,1,67,1847
A,3593,118245162,0,78,2382
A,3594,118245226,1,82,2048
B,3593,118252859,0,67,2542
B,3594,118252915,1,65,1852
A,3595,118310440,0,86,2510
A,3596,118310514,1,87,2079
B,3595,118318502,0,66,2582
B,3596,118318558,1,65,1845
A,3597,118375742,0,95,2519
A,3598,118375824,1,96,2068
B,3597,118384154,0,66,2531
B,3598,118384209,1,66,1843
A,3599,118440660,0,103,2506
A,3600,118440750,1,104,2082
B,3599,118449793,0,66,2544
B,3600,118449848,1,66,1854
A,3601,118505592,0,111,2544
A,3602,118505693,1,109,2077
B,3601,118515432,0,66,2562
B,3602,118515488,1,65,1845
A,3603,118570540,0,119,2551
A,3604,118570647,1,119,2100
B,3603,118581071,0,66,2537
B,3604,118581126,1,66,1865
A,3605,118635116,0,127,2522
A,3606,118635231,1,127,2109
B,3605,118646715,0,66,2443
B,3606,118646770,1,66,1849
A,3607,118699713,0,135,2526
A,3608,118699835,1,135,2120
B,3607,118712362,0,66,2537
B,3608,118712418,1,64,1836
A,3609,118764326,0,143,2422
A,3610,118764454,1,146,2125
B,3609,118778006,0,66,2334
B,3610,118778059,1,68,1861
A,3611,118828956,0,150,2542
A,3612,118829094,1,151,2129
B,3611,118843651,0,67,2537
B,3612,118843706,1,66,1858
A,3613,118893211,0,158,2587
A,3614,118893354,1,161,2140
B,3613,118909301,0,66,2537
B,3614,118909354,1,68,1885
A,3615,118957097,0,165,2409
A,3616,118957253,1,163,2127
B,3615,118974959,0,66,2558
B,3616,118975016,1,64,1858
A,3617,119021007,0,173,2501
A,3618,119021167,1,176,2140
B,3617,119040620,0,66,2436
B,3618,119040675,1,66,1845
A,3619,119084924,0,182,2582
A,3620,119085095,1,181,2158
B,3619,119106276,0,66,2542
B,3620,119106331,1,66,1861
A,3621,119148859,0,190,2535
A,3622,119149038,1,189,2154
B,3621,119171930,0,66,2479
B,3622,119171985,1,66,1852
A,3623,119212420,0,196,2526
A,3624,119212606,1,195,2149
B,3623,119237583,0,66,2571
B,3624,119237638,1,66,1840
A,3625,119275597,0,205,2549
A,3626,119275792,1,204,2158
B,3625,119303235,0,66,2402
B,3626,119303289,1,67,1849
A,3627,119338791,0,213,2533
A,3628,119338995,1,210,2165
B,3627,119368883,0,69,2542
B,3628,119368941,1,69,1854
A,3629,119406691,0,207,2456
A,3630,119406886,1,207,2176
B,3629,119434156,0,77,2537
B,3630,119434221,1,78,1840
A,3631,119475366,0,199,2443
A,3632,119475554,1,198,2154
B,3631,119499444,0,86,2542
B,3632,119499519,1,84,1872
A,3633,119544022,0,191,2474
A,3634,119544201,1,190,2156
B,3633,119564750,0,94,2542
B,3634,119564833,1,93,1894
A,3635,119612283,0,182,2519
A,3636,119612452,1,183,2140
B,3635,119629690,0,102,2546
B,3636,119629782,1,100,1894
A,3637,119680521,0,175,2621
A,3638,119680681,1,177,2145
B,3637,119694637,0,110,2542
B,3638,119694736,1,109,1912
A,3639,119748719,0,165,2490
A,3640,119748872,1,165,2125
B,3639,119759584,0,117,2393
B,3640,119759690,1,117,1910
A,3641,119816526,0,157,2560
A,3642,119816672,1,156,2125
B,3641,119824169,0,125,2458
B,3642,119824284,1,124,1921
A,3643,119884307,0,149,2519
A,3644,119884444,1,149,2161
B,3643,119888761,0,134,2461
B,3644,119888884,1,133,1921
A,3645,119951682,0,140,2526
A,3646,119951807,1,143,2106
B,3645,119953371,0,141,2555
B,3646,119953502,1,140,1937
B,3647,120018011,0,150,2537
B,3648,120018152,1,147,1933
A,3647,120018663,0,133,2526
A,3648,120018784,1,131,2115
B,3649,120082264,0,157,2551
B,3650,120082411,1,155,1937
A,3649,120085615,0,124,2643
A,3650,120085727,1,124,2084
B,3651,120146533,0,165,2562
B,3652,120146686,1,165,1955
A,3651,120152556,0,116,2531
A,3652,120152658,1,118,2109
B,3653,120210425,0,173,2555
B,3654,120210588,1,170,1935
A,3653,120219474,0,107,2504
A,3654,120219567,1,110,2097
B,3655,120274327,0,181,2382
B,3656,120274499,1,177,1944
A,3655,120285983,0,99,2515
A,3656,120286068,1,103,2093
B,3657,120338246,0,189,2555
B,3658,120338423,1,188,1973
A,3657,120352475,0,92,2555
A,3658,120352553,1,94,2068
B,3659,120401803,0,196,2549
B,3660,120401991,1,192,1949
A,3659,120418968,0,83,2619
A,3660,120419037,1,85,2050
B,3661,120465376,0,204,2522
B,3662,120465569,1,202,1953
A,3661,120484656,0,75,2643
A,3662,120484716,1,78,2039
B,3663,120528572,0,212,2447
B,3664,120528772,1,212,1978
A,3663,120550328,0,68,2621
A,3664,120550386,1,66,2007
B,3665,120594901,0,210,2558
B,3666,120595102,1,207,1958
A,3665,120615985,0,67,2508
A,3666,120616037,1,71,2032
B,3667,120663575,0,202,2526
B,3668,120663766,1,201,1969
A,3667,120681642,0,67,2519
A,3668,120681695,1,70,2037
B,3669,120732230,0,193,2544
B,3670,120732413,1,191,1960
A,3669,120747298,0,68,2551
A,3670,120747354,1,68,2030
B,3671,120800488,0,185,2540
B,3672,120800664,1,182,1931
A,3671,120812964,0,67,2470
A,3672,120813017,1,70,2032
B,3673,120868729,0,177,2551
B,3674,120868895,1,176,1951
A,3673,120878630,0,67,2501
A,3674,120878685,1,69,2030
B,3675,120936957,0,168,2524
B,3676,120937116,1,164,1933
A,3675,120944298,0,67,2564
A,3676,120944355,1,67,2014
B,3677,121004775,0,160,2472
B,3678,121004924,1,158,1946
A,3677,121009963,0,68,2519
A,3678,121010017,1,70,2028
B,3679,121072571,0,152,2517
B,3680,121072712,1,150,1933
A,3679,121075625,0,68,2524
A,3680,121075681,1,68,2028
B,3681,121140363,0,143,2515
B,3682,121140495,1,142,1928
A,3681,121141298,0,68,2382
A,3682,121141355,1,67,2059
A,3683,121206969,0,67,2497
A,3684,121207022,1,70,2034
B,3683,121207355,0,133,2540
B,3684,121207477,1,134,1949
A,3685,121272635,0,67,2483
A,3686,121272691,1,67,2030
B,3685,121274322,0,127,2546
B,3686,121274436,1,128,1942
A,3687,121338297,0,67,2513
A,3688,121338353,1,67,2030
B,3687,121341272,0,119,2483
B,3688,121341378,1,120,1924
A,3689,121403961,0,67,2508
A,3690,121404016,1,69,2037
B,3689,121408209,0,111,2558
B,3690,121408309,1,110,1899
A,3691,121469638,0,66,2519
A,3692,121469691,1,70,2046
B,3691,121475142,0,103,2571
B,3692,121475235,1,101,1890
A,3693,121535310,0,67,2443
A,3694,121535362,1,71,2046
B,3693,121541662,0,94,2531
B,3694,121541745,1,93,1879
A,3695,121600967,0,67,2544
A,3696,121601021,1,70,2034
B,3695,121607762,0,85,2553
B,3696,121607834,1,87,1883
A,3697,121666643,0,67,2501
A,3698,121666697,1,69,2046
B,3697,121673863,0,77,2540
B,3698,121673929,1,77,1870
A,3699,121732321,0,67,2555
A,3700,121732375,1,69,2023
B,3699,121739557,0,69,2506
B,3700,121739617,1,67,1834
A,3701,121797991,0,73,2623
A,3702,121798052,1,73,2048
B,3701,121805231,0,68,2544
B,3702,121805288,1,68,1870
A,3703,121863290,0,81,2569
A,3704,121863357,1,83,2055
B,3703,121870910,0,68,2492
B,3704,121870967,1,67,1847
A,3705,121928594,0,89,2434
A,3706,121928669,1,91,2104
B,3705,121936576,0,68,2542
B,3706,121936634,1,67,1847
A,3707,121993513,0,97,2535
A,3708,121993598,1,97,2084
B,3707,122002235,0,68,2540
B,3708,122002291,1,69,1858
A,3709,122058458,0,106,2634
A,3710,122058554,1,103,2068
B,3709,122067905,0,69,2501
B,3710,122067963,1,67,1854
A,3711,122123420,0,112,2429
A,3712,122123518,1,115,2102
B,3711,122133572,0,68,2533
B,3712,122133629,1,68,1852
A,3713,122188385,0,121,2397
A,3714,122188491,1,124,2102
B,3713,122199227,0,68,2379
B,3714,122199284,1,68,1892
A,3715,122252976,0,129,2596
A,3716,122253094,1,129,2113
B,3715,122264887,0,69,2537
B,3716,122264946,1,66,1843
A,3717,122317599,0,138,2443
A,3718,122317725,1,137,2113
B,3717,122330561,0,68,2429
B,3718,122330620,1,66,1845
A,3719,122382237,0,145,2533
A,3720,122382368,1,147,2122
B,3719,122396228,0,69,2531
B,3720,122396284,1,69,1836
A,3721,122446491,0,152,2558
A,3722,122446630,1,153,2134
B,3721,122461891,0,68,2434
B,3722,122461949,1,67,1847
A,3723,122510757,0,160,2400
A,3724,122510904,1,161,2138
B,3723,122527551,0,68,2501
B,3724,122527608,1,68,1845
A,3725,122574646,0,169,2594
A,3726,122574800,1,171,2134
B,3725,122593210,0,68,2540
B,3726,122593268,1,67,1840
A,3727,122638561,0,176,2506
A,3728,122638725,1,176,2152
B,3727,122658876,0,69,2546
B,3728,122658935,1,66,1834
A,3729,122702483,0,184,2404
A,3730,122702658,1,181,2145
B,3729,122724537,0,68,2544
B,3730,122724593,1,69,1854
A,3731,122766431,0,192,2499
A,3732,122766612,1,191,2156
B,3731,122790204,0,68,2470
B,3732,122790260,1,68,1847
A,3733,122830000,0,199,2573
A,3734,122830187,1,199,2170
B,3733,122855871,0,68,2544
B,3734,122855928,1,68,1852
A,3735,122893195,0,207,2555
A,3736,122893393,1,205,2149
B,3735,122921538,0,68,2391
B,3736,122921596,1,67,1843
A,3737,122956411,0,213,2524
A,3738,122956610,1,215,2172
B,3737,122987212,0,73,2402
B,3738,122987273,1,74,1964
A,3739,123025105,0,205,2485
A,3740,123025298,1,205,2163
B,3739,123052504,0,82,2510
B,3740,123052575,1,81,1863
A,3741,123093790,0,197,2537
A,3742,123093975,1,197,2179
B,3741,123117813,0,90,2517
B,3742,123117890,1,90,1899
A,3743,123162063,0,188,2522
A,3744,123162239,1,188,2167
B,3743,123182739,0,98,2537
B,3744,123182824,1,99,1899
A,3745,123230308,0,180,2540
A,3746,123230475,1,181,2145
B,3745,123247679,0,106,2537
B,3746,123247774,1,104,1903
A,3747,123298539,0,172,2472
A,3748,123298698,1,173,2118
B,3747,123312634,0,114,2549
B,3748,123312737,1,113,1917
A,3749,123366357,0,164,2616
A,3750,123366505,1,166,2140
B,3749,123377209,0,122,2526
B,3750,123377321,1,120,1908
A,3751,123434166,0,155,2567
A,3752,123434309,1,155,2165
B,3751,123441810,0,130,2546
B,3752,123441929,1,129,1933
A,3753,123501581,0,147,2537
A,3754,123501715,1,148,2106
B,3753,123506439,0,138,2553
B,3754,123506566,1,137,1935
A,3755,123568971,0,139,2474
A,3756,123569098,1,139,2120
B,3755,123571076,0,146,2513
B,3756,123571213,1,142,1919
B,3757,123635338,0,154,2549
B,3758,123635482,1,152,1944
A,3757,123636347,0,130,2515
A,3758,123636465,1,130,2131
B,3759,123699602,0,161,2562
B,3760,123699752,1,160,1942
A,3759,123703298,0,122,2598
A,3760,123703408,1,122,2100
B,3761,123763496,0,169,2382
B,3762,123763653,1,169,1960
A,3761,123770241,0,114,2497
A,3762,123770343,1,114,2091
B,3763,123827412,0,177,2456
B,3764,123827580,1,173,1942
A,3763,123836785,0,107,2585
A,3764,123836878,1,108,2086
B,3765,123891353,0,185,2549
B,3766,123891527,1,183,1953
A,3765,123903320,0,98,2555
A,3766,123903404,1,100,2070
B,3767,123954920,0,193,2515
B,3768,123955104,1,190,1946
A,3767,123969843,0,90,2519
A,3768,123969918,1,93,2068
B,3769,124018503,0,200,2526
B,3770,124018693,1,198,1962
A,3769,124036340,0,81,2528
A,3770,124036409,1,83,2052
B,3771,124081698,0,208,2461
B,3772,124081896,1,206,1960
A,3771,124102041,0,73,2463
A,3772,124102102,1,75,2041
B,3773,124144923,0,214,2549
B,3774,124145128,1,210,1955
A,3773,124167733,0,69,2614
A,3774,124167792,1,68,2021
B,3775,124213627,0,205,2544
B,3776,124213822,1,204,1955
A,3775,124233415,0,70,2598
A,3776,124233470,1,73,2037
B,3777,124282307,0,198,2481
B,3778,124282494,1,196,1953
A,3777,124299087,0,69,2578
A,3778,124299146,1,69,2025
B,3779,124350575,0,189,2537
B,3780,124350754,1,186,1955
A,3779,124364764,0,69,2508
A,3780,124364819,1,72,2034
B,3781,124418834,0,181,2555
B,3782,124419004,1,180,1960
A,3781,124430439,0,70,2461
A,3782,124430499,1,68,2014
B,3783,124487071,0,172,2546
B,3784,124487233,1,171,1942
A,3783,124496111,0,69,2528
A,3784,124496166,1,73,2030
B,3785,124554901,0,164,2546
B,3786,124555053,1,164,1951
A,3785,124561785,0,69,2404
A,3786,124561839,1,74,2034
B,3787,124622712,0,156,2560
B,3788,124622859,1,153,1924
A,3787,124627457,0,69,2397
A,3788,124627514,1,71,2037
B,3789,124690115,0,148,2573
B,3790,124690251,1,147,1933
A,3789,124693128,0,69,2553
A,3790,124693184,1,71,2034
B,3791,124757512,0,140,2485
B,3792,124757643,1,136,1921
A,3791,124758808,0,70,2528
A,3792,124758865,1,71,2039
A,3793,124824481,0,70,2623
A,3794,124824539,1,71,2048
B,3793,124824959,0,131,2549
B,3794,124825079,1,129,1924
A,3795,124890148,0,69,2544
A,3796,124890206,1,70,2034
B,3795,124891917,0,123,2549
B,3796,124892028,1,122,1926
A,3797,124955814,0,70,2589
A,3798,124955874,1,68,2018
B,3797,124958859,0,115,2540
B,3798,124958961,1,116,1919
A,3799,125021489,0,69,2384
A,3800,125021543,1,73,2041
B,3799,125025403,0,107,2393
B,3800,125025499,1,105,1888
A,3801,125087154,0,69,2350
A,3802,125087213,1,68,2018
B,3801,125091921,0,99,2533
B,3802,125092007,1,100,1908
A,3803,125152816,0,70,2465
A,3804,125152871,1,73,2041
B,3803,125158421,0,91,2549
B,3804,125158500,1,90,1885
A,3805,125218485,0,69,2355
A,3806,125218541,1,72,2034
B,3805,125224910,0,81,2447
B,3806,125224982,1,79,1856
A,3807,125284152,0,69,2643
A,3808,125284208,1,72,2041
B,3807,125290599,0,73,2551
B,3808,125290662,1,72,1858
A,3809,125349818,0,72,2659
A,3810,125349877,1,74,2131
B,3809,125356271,0,71,2501
B,3810,125356330,1,70,1854
A,3811,125415106,0,81,2337
A,3812,125415174,1,82,2066
B,3811,125421943,0,70,2551
B,3812,125422002,1,70,1847
A,3813,125480401,0,90,2488
A,3814,125480478,1,90,2075
B,3813,125487608,0,71,2544
B,3814,125487669,1,68,1840
A,3815,125545717,0,97,2524
A,3816,125545801,1,98,2075
B,3815,125553276,0,70,2519
B,3816,125553334,1,71,1874
A,3817,125610660,0,106,2558
A,3818,125610754,1,105,2097
B,3817,125618947,0,70,2546
B,3818,125619004,1,72,1856
A,3819,125675612,0,113,2465
A,3820,125675713,1,112,2100
B,3819,125684610,0,71,2540
B,3820,125684668,1,71,1863
A,3821,125740580,0,122,2612
A,3822,125740687,1,124,2102
B,3821,125750273,0,71,2375
B,3822,125750333,1,70,1856
A,3823,125805185,0,128,2402
A,3824,125805301,1,129,2109
B,3823,125815948,0,70,2542
B,3824,125816006,1,71,1852
A,3825,125869799,0,137,2540
A,3826,125869921,1,140,2113
B,3825,125881616,0,71,2513
B,3826,125881677,1,68,1840
A,3827,125934434,0,145,2526
A,3828,125934567,1,145,2138
B,3827,125947289,0,70,2553
B,3828,125947348,1,70,1852
A,3829,125998692,0,151,2522
A,3830,125998830,1,153,2131
B,3829,126012956,0,71,2488
B,3830,126013016,1,70,1845
A,3831,126062563,0,160,2540
A,3832,126062713,1,158,2113
B,3831,126078618,0,71,2409
B,3832,126078680,1,68,1834
A,3833,126126457,0,168,2526
A,3834,126126610,1,172,2176
B,3833,126144284,0,70,2549
B,3834,126144342,1,71,1854
A,3835,126190362,0,176,2578
A,3836,126190525,1,177,2127
B,3835,126209946,0,70,2537
B,3836,126210007,1,68,1838
A,3837,126254283,0,184,2531
A,3838,126254453,1,186,2156
B,3837,126275603,0,71,2429
B,3838,126275663,1,69,1847
A,3839,126318213,0,191,2555
A,3840,126318393,1,190,2158
B,3839,126341260,0,70,2537
B,3840,126341321,1,68,1843
A,3841,126381385,0,199,2506
A,3842,126381571,1,200,2167
B,3841,126406923,0,70,2533
B,3842,126406980,1,72,1861
A,3843,126444567,0,207,2513
A,3844,126444762,1,207,2167
B,3843,126472581,0,70,2551
B,3844,126472640,1,70,1847
A,3845,126507771,0,213,2585
A,3846,126507971,1,214,2179
B,3845,126538245,0,75,2404
B,3846,126538311,1,73,1852
A,3847,126576453,0,205,2431
A,3848,126576648,1,203,2152
B,3847,126603532,0,84,2506
B,3848,126603607,1,81,1870
A,3849,126645126,0,196,2334
A,3850,126645308,1,199,2156
B,3849,126668830,0,92,2551
B,3850,126668912,1,89,1872
A,3851,126713774,0,188,2519
A,3852,126713949,1,189,2145
B,3851,126733754,0,100,2537
B,3852,126733844,1,97,1865
A,3853,126782019,0,180,2531
A,3854,126782187,1,180,2145
B,3853,126798694,0,108,2542
B,3854,126798790,1,107,1906
A,3855,126850241,0,172,2506
A,3856,126850402,1,171,2143
B,3855,126863646,0,116,2546
B,3856,126863753,1,113,1899
A,3857,126918453,0,164,2492
A,3858,126918605,1,163,2118
B,3857,126928622,0,124,2425
B,3858,126928734,1,123,1892
A,3859,126985873,0,156,2528
A,3860,126986016,1,156,2127
B,3859,126993226,0,132,2555
B,3860,126993347,1,130,1937
A,3861,127053271,0,147,2551
A,3862,127053406,1,147,2127
B,3861,127057841,0,140,2454
B,3862,127057972,1,136,1919
A,3863,127120645,0,139,2429
A,3864,127120769,1,142,2115
B,3863,127122466,0,148,2537
B,3864,127122604,1,146,1928
B,3865,127186730,0,155,2553
B,3866,127186875,1,153,1933
A,3865,127188018,0,130,2560
A,3866,127188135,1,131,2104
B,3867,127250627,0,163,2506
B,3868,127250778,1,163,1951
A,3867,127254991,0,122,2542
A,3868,127255101,1,122,2082
B,3869,127314532,0,171,2542
B,3870,127314694,1,168,1937
A,3869,127321942,0,114,2515
A,3870,127322041,1,117,2097
B,3871,127378449,0,179,2560
B,3872,127378618,1,176,1951
A,3871,127388481,0,106,2481
A,3872,127388573,1,108,2082
B,3873,127442386,0,187,2537
B,3874,127442562,1,185,1962
A,3873,127455011,0,97,2531
A,3874,127455096,1,98,2068
B,3875,127506343,0,194,2567
B,3876,127506527,1,192,1960
A,3875,127521524,0,89,2519
A,3876,127521600,1,91,2068
B,3877,127569526,0,202,2569
B,3878,127569716,1,202,1980
A,3877,127588016,0,82,2515
A,3878,127588083,1,85,2059
B,3879,127632723,0,210,2497
B,3880,127632922,1,208,1962
A,3879,127654095,0,73,2519
A,3880,127654155,1,76,2043
B,3881,127697491,0,212,2551
B,3882,127697694,1,209,1971
A,3881,127720157,0,71,2549
A,3882,127720216,1,72,2037
B,3883,127766171,0,204,2551
B,3884,127766364,1,202,1962
A,3883,127785825,0,71,2407
A,3884,127785884,1,72,2039
B,3885,127834835,0,195,2555
B,3886,127835020,1,193,1955
A,3885,127851492,0,71,2555
A,3886,127851553,1,71,2030
B,3887,127903098,0,187,2555
B,3888,127903275,1,185,1955
A,3887,127917171,0,72,2463
A,3888,127917231,1,72,2028
B,3889,127971345,0,179,2542
B,3890,127971514,1,176,1944
A,3889,127982845,0,71,2483
A,3890,127982905,1,72,2039
B,3891,128039573,0,171,2558
B,3892,128039733,1,169,1949
A,3891,128048516,0,71,2542
A,3892,128048575,1,73,2043
B,3893,128107388,0,162,2524
B,3894,128107541,1,159,1940
A,3893,128114184,0,71,2519
A,3894,128114243,1,72,2041
B,3895,128174798,0,154,2535
B,3896,128174940,1,153,1940
A,3895,128179852,0,71,2506
A,3896,128179910,1,73,2043
B,3897,128242195,0,146,2470
B,3898,128242330,1,144,1935
A,3897,128245525,0,71,2494
A,3898,128245582,1,74,2046
B,3899,128309568,0,138,2540
B,3900,128309696,1,136,1917
A,3899,128311191,0,71,2531
A,3900,128311250,1,73,2048
A,3901,128376856,0,71,2508
A,3902,128376915,1,73,2041
B,3901,128377268,0,129,2546
B,3902,128377385,1,129,1933
A,3903,128442526,0,71,2546
A,3904,128442588,1,70,2082
B,3903,128444222,0,121,2506
B,3904,128444332,1,120,1910
A,3905,128508189,0,71,2440
A,3906,128508246,1,75,2039
B,3905,128511153,0,113,2531
B,3906,128511257,1,110,1890
A,3907,128573848,0,71,2494
A,3908,128573909,1,70,2023
B,3907,128577672,0,105,2580
B,3908,128577765,1,104,1910
A,3909,128639497,0,71,2447
A,3910,128639554,1,74,2032
B,3909,128644167,0,96,2540
B,3910,128644253,1,95,1897
A,3911,128705156,0,71,2508
A,3912,128705215,1,72,2041
B,3911,128710656,0,89,2551
B,3912,128710732,1,89,1890
A,3913,128770814,0,72,2456
A,3914,128770874,1,72,2043
B,3913,128777127,0,79,2537
B,3914,128777195,1,79,1861
A,3915,128836471,0,72,2535
A,3916,128836533,1,70,2021
B,3915,128842798,0,72,2540
B,3916,128842861,1,70,1845
A,3917,128902124,0,78,2562
A,3918,128902189,1,80,2050
B,3917,128908449,0,73,2533
B,3918,128908510,1,72,1867
A,3919,128967397,0,86,2492
A,3920,128967473,1,85,2057
B,3919,128974099,0,72,2537
B,3920,128974162,1,70,1820
A,3921,129032690,0,95,2567
A,3922,129032771,1,96,2075
B,3921,129039753,0,73,2434
B,3922,129039816,1,71,1849
A,3923,129097614,0,102,2549
A,3924,129097702,1,105,2097
B,3923,129105411,0,72,2571
B,3924,129105474,1,70,1847
A,3925,129162550,0,111,2393
A,3926,129162647,1,113,2097
B,3925,129171067,0,73,2546
B,3926,129171129,1,72,1852
A,3927,129227504,0,120,2481
A,3928,129227608,1,123,2113
B,3927,129236726,0,72,2497
B,3928,129236785,1,74,1890
A,3929,129292088,0,126,2422
A,3930,129292201,1,128,2115
B,3929,129302383,0,72,2445
B,3930,129302443,1,73,1885
A,3931,129356679,0,135,2456
A,3932,129356802,1,135,2118
B,3931,129368037,0,72,2526
B,3932,129368100,1,70,1852
A,3933,129421291,0,143,2524
A,3934,129421420,1,145,2134
B,3933,129433693,0,73,2546
B,3934,129433753,1,73,1861
A,3935,129485924,0,151,2517
A,3936,129486060,1,154,2136
B,3935,129499356,0,73,2522
B,3936,129499420,1,70,1858
A,3937,129550180,0,158,2549
A,3938,129550324,1,160,2136
B,3937,129565017,0,72,2443
B,3938,129565076,1,74,1861
A,3939,129614059,0,166,2416
A,3940,129614214,1,165,2129
B,3939,129630673,0,72,2546
B,3940,129630735,1,71,1863
A,3941,129677950,0,174,2555
A,3942,129678112,1,174,2152
B,3941,129696333,0,72,2533
B,3942,129696396,1,70,1854
A,3943,129741856,0,182,2465
A,3944,129742026,1,182,2163
B,3943,129761986,0,72,2458
B,3944,129762048,1,71,1854
A,3945,129805788,0,190,2528
A,3946,129805966,1,190,2086
B,3945,129827653,0,72,2573
B,3946,129827712,1,74,1867
A,3947,129869345,0,197,2397
A,3948,129869530,1,197,2163
B,3947,129893317,0,72,2513
B,3948,129893377,1,73,1867
A,3949,129932528,0,205,2515
A,3950,129932722,1,204,2172
B,3949,129958982,0,72,2488
B,3950,129959045,1,70,1836
A,3951,129995720,0,213,2564
